sub_num,trial,block,task,is_practice,category,image,texture,duration,mask_dur,jitter,stim_time,time_of_resp,trial_response,blank_time,mask_time,fix_time,jit_onset,trial_end,trial_accuracy,RT
115,1,2,categorization,0,kitchen,SHINEd_sun_amjjdeyrggfqgmom.tif,99,0.0666666666666667,0.0666666666666667,0.95,1212806.3385195,1212807.3873647,70,NaN,1212806.4080569,1212806.4740112,1212807.3927298,1212808.3410672,NaN,NaN
115,2,2,categorization,0,bathroom,SHINEd_sun_aggnnqpdorgxpvce.tif,21,0.0666666666666667,0.0666666666666667,0.75,1212808.345635,1212809.187458,74,NaN,1212808.4149102,1212808.4810289,1212809.1923129,1212809.9407065,NaN,NaN
115,3,2,categorization,0,bathroom,SHINEd_sun_aclfzgynxzxlbepz.tif,19,0.0666666666666667,0.0666666666666667,1.68333333333333,1212809.945575,1212810.6674081,74,NaN,1212810.0152605,1212810.0811317,1212810.6719669,1212812.3536386,NaN,NaN
115,4,2,categorization,0,kitchen,SHINEd_sun_admlmbcdswaszruo.tif,79,0.0666666666666667,0.0666666666666667,0.816666666666667,1212812.3581056,1212813.1240484,70,NaN,1212812.4273837,1212812.4940356,1212813.1280282,1212813.9430343,NaN,NaN
115,5,2,categorization,0,kitchen,SHINEd_sun_aenotlpyftoioydp.tif,82,0.0666666666666667,0.0666666666666667,0.916666666666667,1212813.9478187,1212814.8194293,70,NaN,1212814.0172406,1212814.0832332,1212814.8240187,1212815.7390361,NaN,NaN
115,6,2,categorization,0,kitchen,SHINEd_sun_acgtpgfybqjmzeyw.tif,75,0.0666666666666667,0.0666666666666667,1.21666666666667,1212815.7441517,1212816.4514056,70,NaN,1212815.813384,1212815.8798065,1212816.4560072,1212817.6710126,NaN,NaN
115,7,2,categorization,0,bathroom,SHINEd_sun_acegryoqftbzowsg.tif,17,0.0666666666666667,0.0666666666666667,0.9,1212817.6755871,1212818.3329975,74,NaN,1212817.7447742,1212817.8110321,1212818.3371928,1212819.2355322,NaN,NaN
115,8,2,categorization,0,bathroom,SHINEd_sun_abapwbhyhkfixyex.tif,14,0.0666666666666667,0.0666666666666667,1.65,1212819.2398756,1212820.01941,74,NaN,1212819.3091967,1212819.3753414,1212820.024109,1212821.6724462,NaN,NaN
115,9,2,categorization,0,bathroom,SHINEd_sun_asfwthctfqerjvxr.tif,49,0.0666666666666667,0.0666666666666667,1.15,1212821.6769041,1212822.3874156,74,NaN,1212821.7462272,1212821.8125844,1212822.3922293,1212823.540568,NaN,NaN
115,10,2,categorization,0,kitchen,SHINEd_sun_ahdycvpopffkzzsu.tif,90,0.0666666666666667,0.0666666666666667,1.13333333333333,1212823.5452003,1212824.7800504,70,NaN,1212823.6144706,1212823.6807495,1212824.7842558,1212825.915928,NaN,NaN
115,11,2,categorization,0,bathroom,SHINEd_sun_acgyywnybuveqsro.tif,18,0.0666666666666667,0.0666666666666667,1.76666666666667,1212825.9204681,1212826.5641365,74,NaN,1212825.9896865,1212826.0560177,1212826.5684026,1212828.3334067,NaN,NaN
