sub_num,trial,block,task,is_practice,category,image,texture,duration,blank,mask_dur,jitter,stim_time,time_of_resp,trial_response,blank_time,mask_time,fix_time,jit_onset,trial_end
103,1,5,categorization,0,bathroom,SHINEd_sun_aghyqhbptboemmoq.tif,25,0.0333333333333333,0.0333333333333333,0.0833333333333333,0.916666666666667,436976.9612396,436977.5067574,75,436976.9989296,436977.0348152,436977.1150856,436977.5135939,436978.4285981
103,2,5,categorization,0,bathroom,SHINEd_sun_aspsyogrekjtfozg.tif,50,0.0333333333333333,0.0333333333333333,0.0833333333333333,1.68333333333333,436978.4350143,436980.0726232,75,436978.4722218,436978.5066113,436978.5889844,436980.078683,436981.7603534
103,3,5,categorization,0,bathroom,SHINEd_sun_aghyqhbptboemmoq.tif,25,0.0333333333333333,0.0333333333333333,0.0833333333333333,1.15,436981.7663587,436984.4807467,74,436981.8032933,436981.8377772,436981.920887,436984.4884839,436985.6368227
103,4,5,categorization,0,kitchen,SHINEd_sun_axaiaptzctpidqzg.tif,108,0.0333333333333333,0.0333333333333333,0.0833333333333333,1.08333333333333,436985.6444338,436986.7531385,81,436985.6815278,436985.7160668,436985.8016558,436986.7588327,436987.8405028
103,5,5,categorization,0,bathroom,SHINEd_sun_abtukhmkjdzyfxhr.tif,18,0.0333333333333333,0.0333333333333333,0.0833333333333333,1.5,436987.8468793,436989.4413789,74,436987.8839628,436987.9183098,436988.0007239,436989.4469354,436990.9452748
103,6,5,categorization,0,bathroom,SHINEd_sun_apkxzenqapsujocq.tif,45,0.0333333333333333,0.0333333333333333,0.0833333333333333,1.03333333333333,436990.9514014,436991.6979131,74,436990.9884655,436991.0226685,436991.1052991,436991.7037817,436992.7354541
103,7,5,categorization,0,kitchen,SHINEd_sun_aglwoufpxbtxqecp.tif,84,0.0333333333333333,0.0333333333333333,0.0833333333333333,1.35,436992.7420456,436993.5375277,70,436992.7791653,436992.8134383,436992.8958691,436993.5432815,436994.8916203
103,8,5,categorization,0,bathroom,SHINEd_sun_ambriybtogmepttm.tif,36,0.0333333333333333,0.0333333333333333,0.0833333333333333,1.46666666666667,436994.8996783,436995.7462129,70,436994.9366619,436994.9709666,436995.0544452,436995.7521863,436997.2171901
103,9,5,categorization,0,bathroom,SHINEd_sun_abjtwfukuwddzted.tif,17,0.0333333333333333,0.0333333333333333,0.0833333333333333,1,436997.2231394,436997.9206535,70,436997.2601455,436997.2945687,436997.3772937,436997.9266946,436998.9250324
103,10,5,categorization,0,bathroom,SHINEd_sun_aclfzgynxzxlbepz.tif,20,0.0333333333333333,0.0333333333333333,0.0833333333333333,0.883333333333333,436998.9309029,437000.0246856,74,436998.9677862,436999.0022886,436999.0846447,437000.0343861,437000.9160576
103,11,5,categorization,0,bathroom,SHINEd_sun_aspsyogrekjtfozg.tif,50,0.0333333333333333,0.0333333333333333,0.0833333333333333,0.95,437000.9223558,437002.1123508,74,437000.9602814,437000.9937929,437001.0761957,437002.1245608,437003.072898
103,12,5,categorization,0,kitchen,SHINEd_sun_auaiucuqpdausiva.tif,103,0.0333333333333333,0.0333333333333333,0.0833333333333333,1.33333333333333,437003.0792026,437004.0407748,70,437003.1164469,437003.1508016,437003.2331282,437004.0471564,437005.3788289
103,13,5,categorization,0,kitchen,SHINEd_sun_auaiucuqpdausiva.tif,103,0.0333333333333333,0.0333333333333333,0.0833333333333333,0.883333333333333,437005.3847817,437006.145711,70,437005.421966,437005.4562194,437005.5386039,437006.1543932,437007.0360634
103,14,5,categorization,0,kitchen,SHINEd_sun_alpduwskzkgbcfui.tif,98,0.0333333333333333,0.0333333333333333,0.0833333333333333,0.916666666666667,437007.0420988,437010.0806291,74,437007.0792208,437007.1132873,437007.1959449,437010.0866965,437011.0017018
103,15,5,categorization,0,bathroom,SHINEd_sun_ahcvzmoyaycdoftf.tif,28,0.0333333333333333,0.0333333333333333,0.0833333333333333,1.78333333333333,437011.0078411,437011.7446895,74,437011.045342,437011.0793866,437011.16129,437011.7508054,437013.5324763
103,16,5,categorization,0,kitchen,SHINEd_sun_aiffeoqzngslhzfi.tif,93,0.0333333333333333,0.0333333333333333,0.0833333333333333,0.983333333333333,437013.5389448,437014.6826566,70,437013.5757491,437013.6126891,437013.6934692,437014.6887295,437015.670401
