sub_num,trial,block,task,is_practice,category,image,texture,duration,blank,mask_dur,jitter,stim_time,time_of_resp,trial_response,blank_time,mask_time,fix_time,jit_onset,trial_end,trial_accuracy,RT
109,1,8,categorization,0,kitchen,SHINEd_sun_acxkpeoqbwcxfvip.tif,77,0.0333333333333333,0.0333333333333333,0.0666666666666667,0.966666666666667,879505.3157216,879506.1318821,70,879505.3513426,879505.3852176,879505.4517294,879506.1365396,879507.101545,1,0.816160500049591
109,2,8,categorization,0,bathroom,SHINEd_sun_awnqiikzaispgmwo.tif,57,0.0333333333333333,0.0333333333333333,0.0666666666666667,1.25,879507.1068692,879507.8113774,74,879507.1421736,879507.1760616,879507.2423525,879507.8172409,879509.0655783,1,0.704508199938573
109,3,8,categorization,0,bathroom,SHINEd_sun_abapwbhyhkfixyex.tif,16,0.0333333333333333,0.0333333333333333,0.0666666666666667,0.833333333333333,879509.0703162,879510.1561729,74,879509.1077201,879509.1415143,879509.2063313,879510.1617264,879510.9933969,1,1.08585669996683
109,4,8,categorization,0,bathroom,SHINEd_sun_acduarbnmmoglmiv.tif,18,0.0333333333333333,0.0333333333333333,0.0666666666666667,1.3,879510.9985765,879511.7233842,74,879511.0358102,879511.0685905,879511.135911,879511.7295043,879513.0278431,1,0.724807700025849
109,5,8,categorization,0,bathroom,SHINEd_sun_apynckhmoftszqoq.tif,46,0.0333333333333333,0.0333333333333333,0.0666666666666667,1.83333333333333,879513.0326988,879513.7712787,74,879513.0681929,879513.1021779,879513.1696274,879513.7773152,879515.6089854,1,0.73857990000397
109,6,8,categorization,0,bathroom,SHINEd_sun_atyjprilyfyzpbjv.tif,52,0.0333333333333333,0.0333333333333333,0.0666666666666667,1.03333333333333,879515.6138385,879516.32419,74,879515.6507491,879515.6833364,879515.7495099,879516.3289712,879517.3606433,1,0.710351499961689
109,7,8,categorization,0,bathroom,SHINEd_sun_aapitsgbtktqubfy.tif,14,0.0333333333333333,0.0333333333333333,0.0666666666666667,0.75,879517.3667574,879518.1473725,70,879517.4026101,879517.437809,879517.5025072,879518.1532437,879518.9015826,0,0.780615100055002
109,8,8,categorization,0,kitchen,SHINEd_labelme_brsyyvweiuaazfr.tif,61,0.0333333333333333,0.0333333333333333,0.0666666666666667,1.18333333333333,879518.906079,879519.5953808,70,879518.942094,879518.9753899,879519.0419722,879519.6010976,879520.7827676,1,0.689301799982786
109,9,8,categorization,0,kitchen,SHINEd_sun_acwjdupvyjsugpay.tif,76,0.0333333333333333,0.0333333333333333,0.0666666666666667,1.4,879520.7874676,879521.5554078,70,879520.8235151,879520.8568594,879520.9232475,879521.5610957,879522.9594334,1,0.767940200050361
109,10,8,categorization,0,bathroom,SHINEd_sun_auzqhkafidnkrwmo.tif,55,0.0333333333333333,0.0333333333333333,0.0666666666666667,1.23333333333333,879522.9658236,879523.7009055,74,879523.0028749,879523.0368163,879523.1024835,879523.705781,879524.937451,1,0.735081900027581
