sub_num,trial,block,task,is_practice,category,image,texture,duration,blank,mask_dur,jitter,stim_time,time_of_resp,trial_response,blank_time,mask_time,fix_time,jit_onset,trial_end,trial_accuracy,RT
110,1,0,categorization,1,kitchen,SHINEd_kitchen_practice5.tif,120,0.05,0.05,0.0833333333333333,1.05,952843.4942163,952844.6332873,70,952843.5487126,952843.600553,952843.6820127,952844.674219,952845.7225929,0,1.13907100004144
110,2,0,categorization,1,kitchen,SHINEd_kitchen_practice2.tif,117,0.05,0.05,0.0833333333333333,1.51666666666667,952845.7327397,952847.0891892,70,952845.7888617,952845.8378553,952845.9196956,952847.1001201,952848.6151846,0,1.35644949995913
110,3,0,categorization,1,bathroom,SHINEd_bathroom_practice4.tif,114,0.05,0.05,0.0833333333333333,0.833333333333333,952848.6250577,952849.2573158,70,952848.6810288,952848.7297648,952848.8126135,952849.2670403,952850.0987631,1,0.632258099969476
110,4,0,categorization,1,kitchen,SHINEd_kitchen_practice3.tif,118,0.05,0.05,0.0833333333333333,1.38333333333333,952850.1061215,952850.8252952,74,952850.1599426,952850.210205,952850.2934246,952850.8343245,952852.2160479,1,0.719173699966632
110,5,0,categorization,1,bathroom,SHINEd_bathroom_practice1.tif,111,0.05,0.05,0.0833333333333333,1.21666666666667,952852.2234098,952853.1785097,70,952852.2770924,952852.3281219,952852.4107869,952853.1905958,952854.405708,1,0.955099900020286
110,6,0,categorization,1,kitchen,SHINEd_kitchen_practice1.tif,116,0.05,0.05,0.0833333333333333,1.41666666666667,952854.4118531,952855.1301844,74,952854.4660104,952854.5161094,952854.5993605,952855.1369334,952856.5519387,1,0.718331299955025
110,7,0,categorization,1,bathroom,SHINEd_bathroom_practice2.tif,112,0.05,0.05,0.0833333333333333,1.01666666666667,952856.5582267,952857.7692751,70,952856.6124796,952856.6623764,952856.7451754,952857.7772311,952858.7922361,1,1.21104839991312
110,8,0,categorization,1,bathroom,SHINEd_bathroom_practice5.tif,115,0.05,0.05,0.0833333333333333,0.766666666666667,952858.7988242,952859.513282,74,952858.8531476,952858.9027848,952858.9857322,952859.5216783,952860.2866828,0,0.714457799913362
110,9,0,categorization,1,kitchen,SHINEd_kitchen_practice4.tif,119,0.05,0.05,0.0833333333333333,0.95,952860.2926694,952861.12126,74,952860.3467151,952860.3968063,952860.4800046,952861.1296965,952862.0780337,1,0.828590600052848
110,10,0,categorization,1,bathroom,SHINEd_bathroom_practice3.tif,113,0.05,0.05,0.0833333333333333,0.8,952862.0825025,952863.1131686,70,952862.1348075,952862.1853336,952862.2691961,952863.1182287,952863.9165664,1,1.03066609997768
