sub_num,trial,block,task,is_practice,category,image,texture,duration,jitter,stim_time,time_of_resp,trial_response,fix_time,jit_onset,trial_end
101,1,12,categorization,0,kitchen,sun_acxkpeoqbwcxfvip.jpg,24,83.33,1.01666666666667,693716.2102937,693716.8091736,70,693716.2894235,693716.8135309,693717.8218757
101,2,12,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,83.33,1.43333333333333,693717.8275587,693718.3766057,74,693717.9069746,693718.3821069,693719.8071153
101,3,12,categorization,0,kitchen,sun_abdxkyyxwfskuaqb.jpg,18,83.33,0.75,693719.8123038,693720.7373677,70,693719.8914191,693720.742148,693721.4838269
101,4,12,categorization,0,bathroom,sun_axbqssteryzzlcop.jpg,107,83.33,1.06666666666667,693721.4892596,693722.1533874,74,693721.5684684,693722.1583475,693723.2166898
101,5,12,categorization,0,bathroom,labelme_sfxiulhjbhlyiyt.jpg,61,83.33,1.05,693723.2217178,693723.8413963,74,693723.3007261,693723.8458243,693724.8874976
101,6,12,categorization,0,kitchen,sun_amjjdeyrggfqgmom.jpg,49,83.33,1.13333333333333,693724.8926216,693725.5206191,70,693724.9718376,693725.525774,693726.6507874
101,7,12,categorization,0,bathroom,sun_apeeialkgkuxddgh.jpg,94,83.33,1.6,693726.6573696,693727.4893279,74,693726.7365532,693727.4936079,693729.0852868
101,8,12,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,83.33,0.833333333333333,693729.090154,693729.7845625,74,693729.1692566,693729.7892537,693730.6142653
101,9,12,categorization,0,kitchen,sun_ahywdevtimnqcsln.jpg,42,83.33,1.65,693730.6194528,693731.31258,70,693730.6984915,693731.317957,693732.9596334
101,10,12,categorization,0,kitchen,sun_aaofphpvkeqlhwgu.jpg,14,83.33,1.41666666666667,693732.9650493,693733.5766522,70,693733.0441491,693733.5817178,693734.9900594
101,11,12,categorization,0,kitchen,sun_admlmbcdswaszruo.jpg,26,83.33,0.75,693734.9948768,693735.624667,70,693735.0739097,693735.630088,693736.371764
101,12,12,categorization,0,bathroom,sun_anlddfvefwvocyae.jpg,90,83.33,1.53333333333333,693736.3772939,693737.0251709,74,693736.4564998,693737.0296967,693738.5547306
101,13,12,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,83.33,0.733333333333333,693738.5602423,693739.2414208,70,693738.6394928,693739.2459374,693739.9709487
101,14,12,categorization,0,bathroom,sun_adbqksnwuqqwdpxc.jpg,72,83.33,1.86666666666667,693739.9765589,693740.7215493,74,693740.0556976,693740.7264407,693742.5847819
101,15,12,categorization,0,kitchen,sun_ahvszpwjtodgwusx.jpg,41,83.33,0.883333333333333,693742.5900419,693743.2966034,70,693742.6691036,693743.3017014,693744.1767128
101,16,12,categorization,0,bathroom,sun_ambriybtogmepttm.jpg,86,83.33,0.766666666666667,693744.181708,693745.0165519,74,693744.2610638,693745.0214939,693745.7798347
101,17,12,categorization,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,83.33,1.93333333333333,693745.7845249,693746.4885728,74,693745.8636532,693746.4936883,693748.418695
101,18,12,categorization,0,kitchen,sun_aegoxogugdkwpmpj.jpg,27,83.33,1.4,693748.4231181,693749.8565938,70,693748.5022667,693749.861727,693751.253402
101,19,12,categorization,0,bathroom,sun_ahqjwnzgolcaoidx.jpg,79,83.33,0.783333333333333,693751.2594611,693752.0333107,74,693751.3386734,693752.0379098,693752.8129172
101,20,12,categorization,0,kitchen,sun_aiffeoqzngslhzfi.jpg,43,83.33,0.733333333333333,693752.8184238,693753.3926482,70,693752.8974245,693753.3980861,693754.1230991
101,21,12,categorization,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,83.33,1.5,693754.127955,693754.6726434,70,693754.2069529,693754.6779546,693756.1696328
101,22,12,categorization,0,kitchen,sun_aeikbkmhphqzxdkv.jpg,29,83.33,1.1,693756.174771,693756.7207414,70,693756.2542394,693756.7261376,693757.8178162
101,23,12,categorization,0,kitchen,sun_aapllqyqlykszopd.jpg,15,83.33,1.23333333333333,693757.8233881,693758.2406349,70,693757.9024892,693758.2460374,693759.4710485
101,24,12,categorization,0,bathroom,sun_aavhrsfjbserjtht.jpg,65,83.33,0.9,693759.476119,693760.1214967,74,693759.5562586,693760.1260176,693761.0176943
101,25,12,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,83.33,1.11666666666667,693761.0226596,693761.520575,70,693761.1017363,693761.5257467,693762.6340913
101,26,12,categorization,0,bathroom,sun_adwvsndpdsgzeste.jpg,73,83.33,1.66666666666667,693762.6388991,693763.2966563,74,693762.7180787,693763.3018421,693764.9601834
101,27,12,categorization,0,bathroom,sun_aclfzgynxzxlbepz.jpg,70,83.33,1.08333333333333,693764.9657831,693765.4805111,74,693765.0449309,693765.4856754,693766.5606832
101,28,12,categorization,0,bathroom,sun_aiskgiwswewisvph.jpg,80,83.33,1.56666666666667,693766.5655081,693767.1846434,74,693766.6445923,693767.1901862,693768.7485313
101,29,12,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,83.33,1.78333333333333,693768.7534031,693769.2813144,70,693768.8329071,693769.2860091,693771.0610182
101,30,12,categorization,0,bathroom,sun_aapitsgbtktqubfy.jpg,64,83.33,0.85,693771.0662162,693771.6891514,74,693771.1453587,693771.693875,693772.535552
101,31,12,categorization,0,kitchen,sun_alpduwskzkgbcfui.jpg,48,83.33,0.9,693772.5404481,693773.1286655,70,693772.6200141,693773.1340158,693774.0256929
101,32,12,categorization,0,kitchen,sun_auaiucuqpdausiva.jpg,53,83.33,1.98333333333333,693774.0308683,693774.5766915,70,693774.110304,693774.5819282,693776.5569358
101,33,12,categorization,0,kitchen,sun_acfluyeqiftljamq.jpg,21,83.33,1,693776.5621631,693777.1374687,70,693776.6413459,693777.1424536,693778.1341304
101,34,12,categorization,0,kitchen,sun_abdenxonkemggwsq.jpg,17,83.33,1.15,693778.1402532,693779.0013179,70,693778.2193772,693779.0056188,693780.1472938
101,35,12,categorization,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,83.33,1.73333333333333,693780.153299,693780.7206845,74,693780.2322428,693780.7258956,693782.4509038
101,36,12,categorization,0,bathroom,sun_azqyogdvyhahyram.jpg,110,83.33,0.95,693782.4567862,693783.096707,74,693782.5357579,693783.102479,693784.0441545
101,37,12,categorization,0,bathroom,sun_ahcvzmoyaycdoftf.jpg,78,83.33,0.766666666666667,693784.048984,693784.8656545,74,693784.1280325,693784.8700953,693785.62844
101,38,12,categorization,0,bathroom,sun_aunuadmjocsddsrl.jpg,102,83.33,1.45,693785.63391,693786.1367362,74,693785.7128546,693786.1418699,693787.5835459
101,39,12,categorization,0,bathroom,sun_abeymlrfgckenfyk.jpg,66,83.33,0.85,693787.5891667,693788.1686962,74,693787.6680389,693788.1740675,693789.0157454
101,40,12,categorization,0,kitchen,sun_alalhpqajafvlnho.jpg,46,83.33,2,693789.0204671,693789.7286595,70,693789.099663,693789.7339022,693791.7255806
101,41,12,categorization,0,kitchen,sun_avszsnwsbuqfgzbn.jpg,55,83.33,1.15,693791.7303461,693792.7299396,70,693791.8093278,693792.7345045,693793.8761836
101,42,12,categorization,0,bathroom,sun_agrwbmhcpmfuwmsg.jpg,76,83.33,1.41666666666667,693793.8817377,693794.4247439,74,693793.960869,693794.429894,693795.8382364
101,43,12,categorization,0,bathroom,sun_akbyysnpwewzraii.jpg,82,83.33,1.01666666666667,693795.8433056,693796.4887374,74,693795.9226758,693796.4937354,693797.5020777
101,44,12,categorization,0,bathroom,sun_aljolscmmzydegqp.jpg,84,83.33,1.18333333333333,693797.5073895,693798.0727262,74,693797.5864496,693798.0780786,693799.2530867
101,45,12,categorization,0,bathroom,sun_abjtwfukuwddzted.jpg,67,83.33,1.28333333333333,693799.2585468,693799.7446961,74,693799.3379844,693799.7498041,693801.0248111
101,46,12,categorization,0,kitchen,sun_awbyfefkbcrlrqws.jpg,56,83.33,0.75,693801.030199,693801.7286963,70,693801.1091324,693801.7339982,693802.4756726
101,47,12,categorization,0,kitchen,sun_akcjzhbbjlbogpdi.jpg,45,83.33,0.983333333333333,693802.4808797,693803.0726317,70,693802.5600057,693803.0780755,693804.0530914
101,48,12,categorization,0,bathroom,sun_anltpptcpfdrhlks.jpg,91,83.33,1.36666666666667,693804.0580886,693804.6806107,74,693804.1375038,693804.6857971,693806.0441432
101,49,12,categorization,0,kitchen,sun_aggjlwcdjsjcaemh.jpg,33,83.33,1.11666666666667,693806.0497193,693806.6807587,70,693806.1288085,693806.6858365,693807.7941786
101,50,12,categorization,0,kitchen,sun_agfmsmojwptjoava.jpg,32,83.33,1.1,693807.7989955,693808.3207473,70,693807.8780206,693808.3254501,693809.4171243
