sub_num,trial,block,task,is_practice,category,image,texture,duration,blank,mask_dur,jitter,stim_time,time_of_resp,trial_response,blank_time,mask_time,fix_time,jit_onset,trial_end,trial_accuracy,RT
108,1,3,categorization,0,kitchen,SHINEd_sun_aggjlwcdjsjcaemh.tif,87,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.983333333333333,875895.5369572,875896.2210794,70,875895.5722235,875895.5901252,875895.673126,875896.2265207,875897.2081926,0,0.68412220000755
108,2,3,categorization,0,bathroom,SHINEd_sun_ahcvzmoyaycdoftf.tif,29,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.716666666666667,875897.2129552,875897.9098578,74,875897.2502712,875897.2671076,875897.3504158,875897.9148807,875898.6298859,0,0.696902600000612
108,3,3,categorization,0,bathroom,SHINEd_sun_akiytfaagpdsphgz.tif,32,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.73333333333333,875898.6348567,875899.4378417,70,875898.6719684,875898.687641,875898.7719485,875899.4431255,875901.1747974,1,0.802985000074841
108,4,3,categorization,0,bathroom,SHINEd_sun_atyjprilyfyzpbjv.tif,52,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.9,875901.1807359,875901.797113,70,875901.2160159,875901.2331603,875901.3162005,875901.8026118,875903.7009498,1,0.616377099999227
108,5,3,categorization,0,kitchen,SHINEd_sun_ayqymgxqhxxiykiw.tif,109,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.88333333333333,875903.7057768,875904.5898907,74,875903.7427845,875903.7593755,875903.8414931,875904.5954774,875906.4771497,1,0.884113899897784
108,6,3,categorization,0,bathroom,SHINEd_sun_anhioqovhscjqqwb.tif,40,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.75,875906.48192,875907.1900047,70,875906.5176247,875906.5347667,875906.6176732,875907.1953883,875908.9437265,1,0.708084699930623
108,7,3,categorization,0,bathroom,SHINEd_sun_acgyywnybuveqsro.tif,19,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.1,875908.9490342,875909.597183,70,875908.9862851,875909.00294,875909.0850969,875909.6030149,875910.7013535,1,0.648148799897172
108,8,3,categorization,0,bathroom,SHINEd_sun_amzlamotzwfkwjco.tif,39,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.05,875910.7061839,875911.4291743,74,875910.7430291,875910.7601955,875910.8424786,875911.4352893,875912.4836279,0,0.722990400041454
108,9,3,categorization,0,kitchen,SHINEd_sun_admlmbcdswaszruo.tif,80,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.18333333333333,875912.4883421,875913.1901015,70,875912.5241373,875912.5410081,875912.6243346,875913.1955739,875914.3772463,0,0.701759399962611
108,10,3,categorization,0,kitchen,SHINEd_sun_aqeaevwwwjoqhzvl.tif,99,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.95,875914.3820425,875915.1571474,70,875914.4177614,875914.4356243,875914.5176725,875915.1624619,875916.1107987,0,0.775104900007136
