sub_num,trial,block,task,is_practice,category,image,texture,duration,blank,mask_dur,jitter,stim_time,time_of_resp,trial_response,blank_time,mask_time,fix_time,jit_onset,trial_end,trial_accuracy,RT
108,1,0,categorization,1,bathroom,SHINEd_bathroom_practice1.tif,111,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.95,875650.0611624,875650.9413405,70,875650.0969901,875650.1149236,875650.1982324,875650.9787011,875652.9270749,1,0.880178100080229
108,2,0,categorization,1,bathroom,SHINEd_bathroom_practice2.tif,112,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.58333333333333,875652.9363183,875653.5657338,74,875652.9721292,875652.9906035,875653.0722142,875653.5745377,875655.1562588,0,0.629415499977767
108,3,0,categorization,1,bathroom,SHINEd_bathroom_practice3.tif,113,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.2,875655.164231,875655.7732372,70,875655.2015605,875655.2185956,875655.3003134,875655.7813445,875656.9797224,1,0.609006199985743
108,4,0,categorization,1,bathroom,SHINEd_bathroom_practice4.tif,114,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.85,875656.9850849,875657.5336583,70,875657.0211938,875657.0378224,875657.1210955,875657.5411772,875658.3895681,1,0.548573399893939
108,5,0,categorization,1,bathroom,SHINEd_bathroom_practice5.tif,115,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.03333333333333,875658.39584,875658.9892967,74,875658.4333487,875658.4499229,875658.5317216,875659.0006859,875660.0324566,0,0.59345669997856
108,6,0,categorization,1,kitchen,SHINEd_kitchen_practice1.tif,116,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.75,875660.0373702,875660.5578808,74,875660.0732549,875660.090105,875660.1729975,875660.5637364,875661.3120757,1,0.520510599948466
108,7,0,categorization,1,kitchen,SHINEd_kitchen_practice2.tif,117,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.95,875661.3182691,875661.941926,74,875661.3557117,875661.3715723,875661.4537104,875661.9479379,875662.8962769,1,0.623656900017522
108,8,0,categorization,1,kitchen,SHINEd_kitchen_practice3.tif,118,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.68333333333333,875662.9025545,875663.525309,74,875662.9400214,875662.9567333,875663.0385215,875663.5315554,875665.2132271,1,0.622754500014707
108,9,0,categorization,1,kitchen,SHINEd_kitchen_practice4.tif,119,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.81666666666667,875665.2180405,875665.8052012,74,875665.2537298,875665.2706048,875665.3536542,875665.812174,875667.6271796,1,0.587160700000823
108,10,0,categorization,1,kitchen,SHINEd_kitchen_practice5.tif,120,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.25,875667.6322961,875668.333309,74,875667.669241,875667.6862851,875667.7691629,875668.3392074,875669.5875445,1,0.701012899982743
108,1,1,categorization,0,kitchen,SHINEd_sun_aehawpgmrlhlvcow.tif,82,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.55,875674.1694841,875674.8536869,74,875674.2049599,875674.2218263,875674.3068864,875674.8583966,875676.4067341,1,0.684202800039202
108,2,1,categorization,0,bathroom,SHINEd_sun_ambriybtogmepttm.tif,37,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.73333333333333,875676.4114278,875676.9817351,74,875676.447199,875676.4642444,875676.5470517,875676.9869472,875678.7186202,0,0.57030730007682
108,3,1,categorization,0,kitchen,SHINEd_sun_aeikbkmhphqzxdkv.tif,83,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.08333333333333,875678.7237121,875679.4138685,70,875678.7597144,875678.7766149,875678.8595565,875679.4198309,875680.501503,0,0.69015640008729
108,4,1,categorization,0,bathroom,SHINEd_sun_abapwbhyhkfixyex.tif,16,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.18333333333333,875680.5058572,875681.173117,74,875680.5426154,875680.5584988,875680.6420609,875681.1792366,875682.3609097,0,0.667259800015017
108,5,1,categorization,0,bathroom,SHINEd_sun_aclfzgynxzxlbepz.tif,20,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.983333333333333,875682.3658173,875683.0856598,74,875682.4031216,875682.4184374,875682.5014918,875683.0905757,875684.0722457,0,0.719842499936931
108,6,1,categorization,0,bathroom,SHINEd_sun_atyjprilyfyzpbjv.tif,52,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.883333333333333,875684.077718,875684.8064085,70,875684.1148511,875684.1302931,875684.2132239,875684.8120271,875685.6936982,1,0.728690499905497
108,7,1,categorization,0,bathroom,SHINEd_sun_aavhrsfjbserjtht.tif,15,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.9,875685.6999463,875686.5571176,70,875685.7369808,875685.7538387,875685.8357369,875686.5625502,875687.4608889,1,0.857171299983747
108,8,1,categorization,0,kitchen,SHINEd_sun_amjjdeyrggfqgmom.tif,98,0.0333333333333333,0.0166666666666667,0.0833333333333333,1.78333333333333,875687.4667438,875688.1012294,74,875687.5025928,875687.5208967,875687.6037513,875688.1062553,875689.8879265,1,0.634485600050539
108,9,1,categorization,0,kitchen,SHINEd_sun_abrcnpqqhmjwekyf.tif,73,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.866666666666667,875689.8942307,875690.6461432,74,875689.9299992,875689.9483823,875690.0306299,875690.6509746,875691.5159792,1,0.751912500010803
108,10,1,categorization,0,kitchen,SHINEd_sun_adgqasybjyktddhj.tif,79,0.0333333333333333,0.0166666666666667,0.0833333333333333,0.833333333333333,875691.520997,875692.149263,74,875691.5569365,875691.5738424,875691.6570916,875692.1549293,875692.9865997,1,0.628265999956056
