sub_num,trial,block,task,is_practice,category,image,texture,duration,jitter,stim_time,time_of_resp,trial_response,fix_time,jit_onset,trial_end
101,1,1,aesthetic,0,bathroom,sun_aavhrsfjbserjtht.jpg,65,1500,1.01666666666667,690147.7438251,690149.7238078,5,690149.2389522,690149.7287169,690150.7370568
101,2,1,aesthetic,0,bathroom,sun_aqrpegblszgcoujh.jpg,97,1500,1.63333333333333,690150.7417559,690153.067933,4,690152.2370616,690153.071996,690154.6970038
101,3,1,aesthetic,0,bathroom,sun_arzkwskvsrwimlwo.jpg,98,1500,1.48333333333333,690154.701103,690157.0043491,5,690156.1964482,690157.0081231,690158.4831304
101,4,1,aesthetic,0,kitchen,sun_alazdvaixpjtegwg.jpg,47,1500,1.03333333333333,690158.487448,690160.7163215,6,690159.9827812,690160.7201673,690161.7451735
101,5,1,aesthetic,0,bathroom,sun_aovflwamhlwzwvxs.jpg,92,1500,1.95,690161.7496838,690164.3563202,3,690163.2449908,690164.3599108,690166.3015839
101,6,1,aesthetic,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,1500,0.916666666666667,690166.3055573,690168.9723005,4,690167.8006959,690168.9761461,690169.8844848
101,7,1,aesthetic,0,kitchen,sun_aaofphpvkeqlhwgu.jpg,14,1500,1.01666666666667,690169.8887347,690172.2439376,4,690171.3839535,690172.2479625,690173.2563028
101,8,1,aesthetic,0,bathroom,sun_alkosphxlxwjwgjd.jpg,85,1500,0.916666666666667,690173.2602146,690175.4679822,5,690174.7562049,690175.4721097,690176.3804487
101,9,1,aesthetic,0,kitchen,sun_aaxxjlsuzvqlgylf.jpg,16,1500,1.1,690176.3845418,690178.379928,6,690177.8796944,690178.3839445,690179.47562
101,10,1,aesthetic,0,kitchen,sun_aegoxogugdkwpmpj.jpg,27,1500,1.28333333333333,690179.4793044,690181.5804335,7,690180.9744729,690181.5841518,690182.8591581
101,11,1,aesthetic,0,kitchen,sun_aexklacwqwezaorf.jpg,31,1500,1.6,690182.863096,690184.9078776,5,690184.3584003,690184.9118114,690186.5034866
101,12,1,aesthetic,0,kitchen,sun_adgqasybjyktddhj.jpg,25,1500,1.6,690186.5079772,690188.3319136,3,690188.0032913,690188.3360611,690189.9277355
101,13,1,aesthetic,0,bathroom,sun_aunuadmjocsddsrl.jpg,102,1500,1.81666666666667,690189.9320313,690191.8919267,2,690191.427435,690191.8956404,690193.7039797
101,14,1,aesthetic,0,bathroom,sun_adbqksnwuqqwdpxc.jpg,72,1500,1.3,690193.7084352,690195.6044166,2,690195.2036435,690195.6082408,690196.8999148
101,15,1,aesthetic,0,bathroom,sun_apeeialkgkuxddgh.jpg,94,1500,0.983333333333333,690196.9040014,690198.7079731,3,690198.3988919,690198.7119357,690199.6869433
101,16,1,aesthetic,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,1500,0.8,690199.6914563,690201.0439156,3,NaN,690201.0482059,690201.8398777
101,17,1,aesthetic,0,kitchen,sun_ataniphupyuxeowc.jpg,52,1500,1.88333333333333,690201.8439531,690203.5244174,5,690203.3393492,690203.5280324,690205.4030405
101,18,1,aesthetic,0,bathroom,sun_akbyysnpwewzraii.jpg,82,1500,1.31666666666667,690205.40707,690206.90245,2,690206.9022611,690206.9084789,690208.2168197
101,19,1,aesthetic,0,bathroom,sun_anhioqovhscjqqwb.jpg,89,1500,0.883333333333333,690208.220855,690209.7480232,5,690209.7162308,690209.7524004,690210.6274062
101,20,1,aesthetic,0,kitchen,sun_auaiucuqpdausiva.jpg,53,1500,1.36666666666667,690210.6316614,690212.1879345,6,690212.1271693,690212.1919598,690213.5502987
101,21,1,aesthetic,0,kitchen,sun_agorklincwxrdtga.jpg,35,1500,0.816666666666667,690213.5549864,690214.7240286,6,NaN,690214.7292158,690215.537556
101,22,1,aesthetic,0,kitchen,sun_abpwyqmlzafvklqo.jpg,19,1500,0.716666666666667,690215.5420011,690216.9879486,3,NaN,690216.9917864,690217.700125
101,23,1,aesthetic,0,bathroom,sun_atstyziqcmkahyxk.jpg,101,1500,1.05,690217.7046161,690219.6044213,2,690219.1998722,690219.6084326,690220.6501049
101,24,1,aesthetic,0,bathroom,sun_ahcvzmoyaycdoftf.jpg,78,1500,0.883333333333333,690220.65452,690222.611998,3,690222.1498211,690222.6158013,690223.490809
101,25,1,aesthetic,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,1500,1.85,690223.4954072,690225.9164371,2,690224.9906929,690225.9200179,690227.7616905
