sub_num,trial,block,task,is_practice,category,image,texture,duration,blank,mask_dur,jitter,stim_time,time_of_resp,trial_response,blank_time,mask_time,fix_time,jit_onset,trial_end
101,1,0,categorization,1,bathroom,SHINEd_bathroom_practice1.tif,111,0.0833333333333333,0.0333333333333333,0.0333333333333333,0.766666666666667,351029.6805566,351030.820919,74,351029.7674353,351029.803786,351029.8327731,351030.8310039,351031.5960557
101,2,0,categorization,1,bathroom,SHINEd_bathroom_practice2.tif,112,0.0833333333333333,0.0333333333333333,0.0333333333333333,1.5,351031.6043688,351032.6529465,74,351031.68989,351031.7237702,351031.756487,351032.6578479,351034.1562354
101,3,0,categorization,1,bathroom,SHINEd_bathroom_practice3.tif,113,0.0833333333333333,0.0333333333333333,0.0333333333333333,1.13333333333333,351034.1634869,351035.1489281,74,351034.2492163,351034.2829577,351034.315815,351035.1537661,351036.2854859
101,4,0,categorization,1,bathroom,SHINEd_bathroom_practice4.tif,114,0.0833333333333333,0.0333333333333333,0.0333333333333333,1.55,351036.2906532,351037.1173716,74,351036.376546,351036.410098,351036.4429933,351037.1218472,351038.6702349
101,5,0,categorization,1,bathroom,SHINEd_bathroom_practice5.tif,115,0.0833333333333333,0.0333333333333333,0.0333333333333333,0.883333333333333,351038.6761824,351040.2292547,74,351038.7621947,351038.7957197,351038.8286572,351040.2351381,351041.1169657
101,6,0,categorization,1,kitchen,SHINEd_kitchen_practice1.tif,116,0.0833333333333333,0.0333333333333333,0.0333333333333333,1.36666666666667,351041.1231233,351042.572977,70,351041.2088352,351041.2424404,351041.2757428,351042.5776341,351043.94264
101,7,0,categorization,1,kitchen,SHINEd_kitchen_practice2.tif,117,0.0833333333333333,0.0333333333333333,0.0333333333333333,0.933333333333333,351043.9473807,351044.821144,70,351044.033017,351044.0666141,351044.099705,351044.8253531,351045.7570249
101,8,0,categorization,1,kitchen,SHINEd_kitchen_practice3.tif,118,0.0833333333333333,0.0333333333333333,0.0333333333333333,0.783333333333333,351045.7615819,351046.556929,70,351045.8470344,351045.8810265,351045.9138682,351046.5615503,351047.3432217
101,9,0,categorization,1,kitchen,SHINEd_kitchen_practice4.tif,119,0.0833333333333333,0.0333333333333333,0.0333333333333333,0.95,351047.348049,351048.3009701,70,351047.4334533,351047.4677321,351047.500403,351048.3071368,351049.2554746
101,10,0,categorization,1,kitchen,SHINEd_kitchen_practice5.tif,120,0.0833333333333333,0.0333333333333333,0.0333333333333333,1.58333333333333,351049.2599236,351050.0615257,70,351049.3456354,351049.3794104,351049.412253,351050.065766,351051.6474374
