sub_num,trial,block,task,is_practice,category,image,texture,duration,jitter,stim_time,time_of_resp,trial_response,fix_time,jit_onset,trial_end
101,1,0,categorization,1,kitchen,kitchen_practice2.jpg,117,83,0.833333333333333,617042.6085749,617046.0448721,74,617042.6896864,617046.0567517,617046.8817946
101,2,0,categorization,1,kitchen,kitchen_practice5.jpg,120,83,0.933333333333333,617046.8903083,617047.6121413,70,617046.9697512,617047.6191318,617048.5441847
101,3,0,categorization,1,bathroom,bathroom_practice2.jpg,112,83,1.3,617048.551159,617049.140788,70,617048.6304268,617049.1469123,617050.4386313
101,4,0,categorization,1,bathroom,bathroom_practice4.jpg,114,83,1.15,617050.4443197,617050.5019521,74,NaN,617050.5072279,617051.6489383
101,5,0,categorization,1,kitchen,kitchen_practice3.jpg,118,83,0.783333333333333,617051.657621,617051.748779,70,617051.7368976,617051.7584097,617052.5335602
101,6,0,categorization,1,bathroom,bathroom_practice1.jpg,111,83,0.75,617052.5392806,617052.5395032,70,NaN,617052.5452147,617053.286889
101,7,0,categorization,1,bathroom,bathroom_practice5.jpg,115,83,0.8,617053.2920164,617053.2922525,74,NaN,617053.2983734,617054.0900455
101,8,0,categorization,1,kitchen,kitchen_practice4.jpg,119,83,1.48333333333333,617054.0942371,617055.5661199,74,617054.1726387,617055.569802,617057.0448064
101,9,0,categorization,1,kitchen,kitchen_practice1.jpg,116,83,1.5,617057.0490653,617057.5923567,70,617057.1273782,617057.5961188,617059.0878568
101,10,0,categorization,1,bathroom,bathroom_practice3.jpg,113,83,1.56666666666667,617059.0922576,617059.3728689,74,617059.1703758,617059.3781501,617060.9364908
