sub_num,trial,block,task,is_practice,category,image,texture,duration,jitter,stim_time,time_of_resp,trial_response,fix_time,jit_onset,trial_end,trial_accuracy,RT
101,1,0,categorization,1,kitchen,kitchen_practice2.jpg,117,83,0.833333333333333,615156.1538393,615160.2904863,70,615156.2319142,615160.3022564,615161.1273093,1,4.13664699997753
101,2,0,categorization,1,kitchen,kitchen_practice5.jpg,120,83,0.933333333333333,615161.1347444,615161.9783437,70,615161.2132816,615161.982702,615162.9077575,1,0.843599299900234
101,3,0,categorization,1,bathroom,bathroom_practice2.jpg,112,83,1.3,615162.9135263,615163.6987594,74,615162.9921045,615163.7030509,615164.9947598,1,0.785233100061305
101,4,0,categorization,1,bathroom,bathroom_practice4.jpg,114,83,1.15,615164.9989814,615165.6343976,74,615165.0773786,615165.6396399,615166.7813477,1,0.635416199918836
101,5,0,categorization,1,kitchen,kitchen_practice3.jpg,118,83,0.783333333333333,615166.7881247,615167.3863867,70,615166.8664504,615167.3921771,615168.1673278,1,0.598262000014074
101,6,0,categorization,1,bathroom,bathroom_practice1.jpg,111,83,0.75,615168.1722469,615168.8268449,74,615168.2506412,615168.8310512,615169.5727232,1,0.654597999993712
101,7,0,categorization,1,bathroom,bathroom_practice5.jpg,115,83,0.8,615169.5770891,615170.4183787,74,615169.6552584,615170.4224897,615171.2141624,1,0.841289600008167
101,8,0,categorization,1,kitchen,kitchen_practice4.jpg,119,83,1.48333333333333,615171.2179571,615171.9383664,70,615171.2959951,615171.942349,615173.4173546,1,0.720409299945459
101,9,0,categorization,1,kitchen,kitchen_practice1.jpg,116,83,1.5,615173.421153,615174.3222875,70,615173.4992204,615174.3263149,615175.8179903,1,0.901134500047192
101,10,0,categorization,1,bathroom,bathroom_practice3.jpg,113,83,1.56666666666667,615175.8221961,615176.5943742,74,615175.9003524,615176.5995456,615178.157886,1,0.772178099956363
101,1,0,categorization,1,kitchen,kitchen_practice2.jpg,117,83,0.833333333333333,615185.0233675,615185.6345601,70,615185.1017788,615185.6395813,615186.4645871,1,0.61119259998668
101,2,0,categorization,1,kitchen,kitchen_practice5.jpg,120,83,0.933333333333333,615186.4703792,615187.3388212,70,615186.5483457,615187.3424232,615188.2674285,1,0.868442000006326
101,3,0,categorization,1,bathroom,bathroom_practice2.jpg,112,83,1.3,615188.2715894,615189.0667184,74,615188.3497298,615189.0705807,615190.3622525,1,0.795128999976441
101,4,0,categorization,1,bathroom,bathroom_practice4.jpg,114,83,1.15,615190.3662713,615190.9863854,74,615190.4444058,615190.9903584,615192.1320334,1,0.62011410004925
101,5,0,categorization,1,kitchen,kitchen_practice3.jpg,118,83,0.783333333333333,615192.1358337,615192.810824,70,615192.2139158,615192.814512,615193.5895184,1,0.674990300089121
101,6,0,categorization,1,bathroom,bathroom_practice1.jpg,111,83,0.75,615193.5938534,615194.2344189,74,615193.6718576,615194.2383816,615194.9800558,1,0.640565500012599
101,7,0,categorization,1,bathroom,bathroom_practice5.jpg,115,83,0.8,615194.9840551,615195.8503895,74,615195.0620374,615195.8545307,615196.6462259,1,0.866334400023334
101,8,0,categorization,1,kitchen,kitchen_practice4.jpg,119,83,1.48333333333333,615196.6503731,615197.3784398,70,615196.7284663,615197.3828626,615198.8578684,1,0.728066700045019
101,9,0,categorization,1,kitchen,kitchen_practice1.jpg,116,83,1.5,615198.8619582,615199.6267291,70,615198.9400154,615199.6308031,615201.1224764,1,0.764770900015719
101,10,0,categorization,1,bathroom,bathroom_practice3.jpg,113,83,1.56666666666667,615201.1266936,615202.0269083,74,615201.2048451,615202.0306086,615203.5889472,1,0.9002147000283
101,1,1,categorization,0,bathroom,sun_aleqenyvunhactkl.jpg,83,83,0.983333333333333,615207.9956174,615211.546328,70,615208.0737942,615211.5503398,615212.525346,0,3.5507105999859
101,2,1,categorization,0,kitchen,sun_aypmqwcualkenuoe.jpg,60,83,1.76666666666667,615212.5298347,615213.4188671,70,615212.6079775,615213.4225283,615215.1808696,1,0.889032399980351
101,3,1,categorization,0,bathroom,sun_agrwbmhcpmfuwmsg.jpg,76,83,0.95,615215.1856215,615215.8503609,74,615215.2636683,615215.8547955,615216.7964692,1,0.664739400031976
101,4,1,categorization,0,kitchen,sun_auticobqsbwgoppi.jpg,54,83,0.933333333333333,615216.8006744,615217.6103135,70,615216.878735,615217.6173497,615218.5423557,1,0.809639100101776
101,5,1,categorization,0,kitchen,sun_amjjdeyrggfqgmom.jpg,49,83,0.9,615218.546117,615219.7075128,70,615218.6245626,615219.7113796,615220.603051,1,1.1613957999507
101,6,1,categorization,0,kitchen,sun_axaiaptzctpidqzg.jpg,58,83,1.75,615220.6074419,615221.4511514,70,615220.6854365,615221.4549642,615223.196639,1,0.843709500040859
101,7,1,categorization,0,kitchen,sun_aeikbkmhphqzxdkv.jpg,29,83,0.95,615223.2008176,615224.0747475,70,615223.2790363,615224.0783882,615225.0200595,1,0.873929900000803
101,8,1,categorization,0,kitchen,sun_aaxxjlsuzvqlgylf.jpg,16,83,1.31666666666667,615225.0240692,615225.8184794,70,615225.1020368,615225.822287,615227.1306273,1,0.794410199974664
101,9,1,categorization,0,kitchen,sun_aiffeoqzngslhzfi.jpg,43,83,1.88333333333333,615227.1351417,615227.8903876,70,615227.2132696,615227.8943,615229.7693077,1,0.755245900014415
101,10,1,categorization,0,bathroom,sun_apkxzenqapsujocq.jpg,95,83,1.41666666666667,615229.7734314,615230.4184878,74,615229.8513533,615230.4229862,615231.8313247,1,0.645056400098838
101,11,1,categorization,0,kitchen,sun_acfluyeqiftljamq.jpg,21,83,0.733333333333333,615231.8352775,615232.5464935,70,615231.9135981,615232.5504047,615233.2754363,1,0.711216000025161
101,12,1,categorization,0,bathroom,sun_apynckhmoftszqoq.jpg,96,83,0.933333333333333,615233.2796689,615233.9708619,74,615233.3577434,615233.9751385,615234.9001457,1,0.691193000064231
101,13,1,categorization,0,bathroom,sun_azqyogdvyhahyram.jpg,110,83,1.78333333333333,615234.9049903,615235.5943044,74,615234.983252,615235.5981024,615237.3731089,1,0.689314100076444
101,14,1,categorization,0,kitchen,sun_ahpczsiumwwocjkv.jpg,40,83,1.45,615237.3771432,615237.9385047,70,615237.4552379,615237.942425,615239.3840967,1,0.561361499945633
101,15,1,categorization,0,kitchen,sun_ahdycvpopffkzzsu.jpg,38,83,1.26666666666667,615239.3882222,615240.2190323,70,615239.4664342,615240.2227751,615241.4811135,1,0.830810100072995
101,16,1,categorization,0,kitchen,sun_ahljzhgcdpomplvg.jpg,39,83,1.18333333333333,615241.4853879,615242.2267767,70,615241.5634103,615242.2301628,615243.4051701,1,0.741388799971901
101,17,1,categorization,0,bathroom,sun_ahqjwnzgolcaoidx.jpg,79,83,1.2,615243.4094701,615244.7385573,74,615243.4878795,615244.7425784,615245.9342517,1,1.3290871999925
101,18,1,categorization,0,kitchen,sun_aexklacwqwezaorf.jpg,31,83,1.11666666666667,615245.9385018,615246.7464457,70,615246.0165425,615246.7501852,615247.8585241,1,0.807943899999373
101,19,1,categorization,0,kitchen,sun_ahvszpwjtodgwusx.jpg,41,83,1.96666666666667,615247.8646217,615248.6264448,70,615247.9426616,615248.6304375,615250.5887773,1,0.761823099921457
101,20,1,categorization,0,bathroom,sun_auzqhkafidnkrwmo.jpg,104,83,0.9,615250.5930757,615251.2909616,74,615250.6714772,615251.2945802,615252.1862542,1,0.697885900037363
101,21,1,categorization,0,kitchen,sun_abdxkyyxwfskuaqb.jpg,18,83,1.11666666666667,615252.1903759,615253.0109017,70,615252.2685008,615253.0145049,615254.122843,1,0.820525799994357
101,22,1,categorization,0,kitchen,sun_aglwoufpxbtxqecp.jpg,34,83,0.783333333333333,615254.1269192,615254.8904441,70,615254.2049423,615254.8941248,615255.6691318,1,0.763524900074117
101,23,1,categorization,0,bathroom,sun_apeeialkgkuxddgh.jpg,94,83,1.15,615255.6732112,615256.4028825,74,615255.7512422,615256.4064589,615257.5481304,1,0.729671299923211
101,24,1,categorization,0,bathroom,sun_aamrfepkhweyewue.jpg,63,83,1.2,615257.5522147,615258.7308976,74,615257.63033,615258.7347633,615259.9264381,1,1.17868289991748
101,25,1,categorization,0,kitchen,sun_aggjlwcdjsjcaemh.jpg,33,83,1.63333333333333,615259.9308292,615260.6348069,70,615260.0088724,615260.638361,615262.2633658,1,0.703977700090036
101,26,1,categorization,0,kitchen,sun_aamedkxepzlwuxes.jpg,13,83,0.766666666666667,615262.2677273,615263.5867573,70,615262.3458871,615263.5905634,615264.3489023,1,1.3190300000133
101,27,1,categorization,0,bathroom,sun_acsgbuurtwghzjel.jpg,71,83,0.866666666666667,615264.3530181,615265.794393,74,615264.431438,615265.7980007,615266.6563398,1,1.44137489993591
101,28,1,categorization,0,bathroom,sun_axxbkopsgyouuebh.jpg,108,83,0.933333333333333,615266.6605497,615267.4348861,74,615266.7386073,615267.4384691,615268.3634763,1,0.774336399976164
101,29,1,categorization,0,kitchen,sun_awbyfefkbcrlrqws.jpg,56,83,1.21666666666667,615268.3677642,615269.1151458,70,615268.4457773,615269.1189279,615270.3272677,1,0.747381600085646
101,30,1,categorization,0,bathroom,sun_anlddfvefwvocyae.jpg,90,83,1.11666666666667,615270.3318135,615271.010363,74,615270.4098795,615271.0142266,615272.1225678,1,0.67854949994944
101,31,1,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,83,0.933333333333333,615272.1268795,615273.2664282,74,615272.2050426,615273.2706186,615274.1956232,1,1.13954869995359
101,32,1,categorization,0,bathroom,sun_abtukhmkjdzyfxhr.jpg,68,83,0.833333333333333,615274.2000899,615274.9385266,74,615274.2781675,615274.9423725,615275.7673789,1,0.738436699961312
101,33,1,categorization,0,kitchen,sun_abpwyqmlzafvklqo.jpg,19,83,1.35,615275.7716358,615276.8105524,70,615275.8497918,615276.814677,615278.1563514,1,1.03891659993678
101,34,1,categorization,0,bathroom,sun_aclfzgynxzxlbepz.jpg,70,83,0.866666666666667,615278.1608081,615278.8585301,74,615278.239116,615278.862367,615279.7207076,1,0.697721999953501
101,35,1,categorization,0,bathroom,sun_anltpptcpfdrhlks.jpg,91,83,0.816666666666667,615279.7245413,615280.4830931,74,615279.8025102,615280.4871015,615281.2954413,1,0.75855180004146
101,36,1,categorization,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,83,1.01666666666667,615281.2996401,615282.2825335,74,615281.3778749,615282.2864998,615283.2948375,1,0.982893400010653
101,37,1,categorization,0,bathroom,sun_alkosphxlxwjwgjd.jpg,85,83,1.3,615283.2990725,615284.0508671,74,615283.3770185,615284.0546209,615285.3462921,1,0.751794600044377
101,38,1,categorization,0,bathroom,labelme_xbsnnlvmskdknsb.jpg,62,83,1.28333333333333,615285.3506397,615286.0188911,74,615285.4287411,615286.0223988,615287.2974032,1,0.668251399998553
101,39,1,categorization,0,bathroom,sun_axbqssteryzzlcop.jpg,107,83,0.966666666666667,615287.3019676,615287.9388804,74,615287.3800099,615287.9424986,615288.900837,1,0.636912800022401
101,40,1,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,83,1.2,615288.9049844,615289.5545438,70,615288.9830462,615289.5582229,615290.7498959,1,0.649559399927966
101,41,1,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,83,1.35,615290.7538558,615291.4424955,70,615290.8320167,615291.4460438,615292.78773,1,0.688639699947089
101,42,1,categorization,0,bathroom,sun_adbqksnwuqqwdpxc.jpg,72,83,1.15,615292.7923766,615293.4268939,74,615292.8705646,615293.4305349,615294.5722217,1,0.634517300059088
101,43,1,categorization,0,kitchen,sun_ataniphupyuxeowc.jpg,52,83,1.08333333333333,615294.576467,615295.2988195,70,615294.654434,615295.3023824,615296.3773905,1,0.722352500073612
101,44,1,categorization,0,bathroom,sun_aljolscmmzydegqp.jpg,84,83,1.31666666666667,615296.3815935,615297.0349995,74,615296.4596107,615297.0386846,615298.3470252,1,0.653405999997631
101,45,1,categorization,0,kitchen,sun_akcjzhbbjlbogpdi.jpg,45,83,0.883333333333333,615298.3509924,615299.0265665,70,615298.4293786,615299.0306951,615299.9057022,1,0.675574099994265
101,46,1,categorization,0,kitchen,sun_abrcnpqqhmjwekyf.jpg,20,83,0.816666666666667,615299.9100411,615300.594862,70,615299.9881374,615300.5983194,615301.4066597,1,0.684820899972692
101,47,1,categorization,0,kitchen,sun_aehawpgmrlhlvcow.jpg,28,83,1.3,615301.410516,615302.0665848,70,615301.4892779,615302.0709051,615303.3625911,1,0.656068800017238
101,48,1,categorization,0,kitchen,sun_aegoxogugdkwpmpj.jpg,27,83,0.966666666666667,615303.3665663,615304.1145745,70,615303.4446239,615304.118897,615305.0772373,1,0.748008199967444
101,49,1,categorization,0,kitchen,sun_agzzivivdpnawacl.jpg,37,83,0.85,615305.081685,615305.795026,74,615305.1596738,615305.798752,615306.6404236,0,0.713341000024229
101,50,1,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,83,1.46666666666667,615306.6443195,615307.4510357,74,615306.7222727,615307.4546702,615308.9130111,1,0.8067162000807
