sub_num,trial,block,task,is_practice,category,image,texture,duration,jitter,stim_time,time_of_resp,trial_response,fix_time,jit_onset,trial_end
101,1,4,categorization,0,kitchen,sun_acxkpeoqbwcxfvip.jpg,24,83.33,0.966666666666667,692794.8845055,692795.5114103,70,692794.9638397,692795.5176543,692796.4759958
101,2,4,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,83.33,0.95,692796.4817098,692797.1838696,74,692796.5608787,692797.1882179,692798.1298949
101,3,4,categorization,0,kitchen,sun_abdxkyyxwfskuaqb.jpg,18,83.33,0.883333333333333,692798.1348208,692798.8245458,70,692798.2140461,692798.8290574,692799.7040702
101,4,4,categorization,0,bathroom,sun_axbqssteryzzlcop.jpg,107,83.33,0.9,692799.7095133,692800.4320903,74,692799.7886502,692800.4367079,692801.3283821
101,5,4,categorization,0,bathroom,labelme_sfxiulhjbhlyiyt.jpg,61,83.33,1.01666666666667,692801.3332298,692803.0006257,74,692801.4124086,692803.0050094,692804.0133532
101,6,4,categorization,0,kitchen,sun_amjjdeyrggfqgmom.jpg,49,83.33,0.966666666666667,692804.0189466,692804.6954098,70,692804.0981056,692804.7006637,692805.6590063
101,7,4,categorization,0,bathroom,sun_apeeialkgkuxddgh.jpg,94,83.33,1.3,692805.6644169,692806.3520349,74,692805.7438741,692806.3565897,692807.648288
101,8,4,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,83.33,1.13333333333333,692807.6531349,692808.9360721,74,692807.7326359,692808.9405195,692810.0655292
101,9,4,categorization,0,kitchen,sun_ahywdevtimnqcsln.jpg,42,83.33,1.01666666666667,692810.0707638,692810.8560857,70,692810.1502539,692810.8607617,692811.8691049
101,10,4,categorization,0,kitchen,sun_aaofphpvkeqlhwgu.jpg,14,83.33,0.783333333333333,692811.8746693,692812.5354527,70,692811.9537747,692812.5408098,692813.3158178
101,11,4,categorization,0,kitchen,sun_admlmbcdswaszruo.jpg,26,83.33,1.08333333333333,692813.3207889,692813.8714172,70,692813.3999209,692813.8767404,692814.951822
101,12,4,categorization,0,bathroom,sun_anlddfvefwvocyae.jpg,90,83.33,0.883333333333333,692814.9582737,692815.7280174,74,692815.0373525,692815.7327696,692816.6077811
101,13,4,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,83.33,1.28333333333333,692816.6127697,692817.4562873,70,692816.6920111,692817.461244,692818.7362565
101,14,4,categorization,0,bathroom,sun_adbqksnwuqqwdpxc.jpg,72,83.33,0.716666666666667,692818.742154,692819.3674526,74,692818.8216157,692819.3728939,692820.081237
101,15,4,categorization,0,kitchen,sun_ahvszpwjtodgwusx.jpg,41,83.33,0.816666666666667,692820.0863021,692821.3438875,70,692820.1655397,692821.3482998,692822.1566429
101,16,4,categorization,0,bathroom,sun_ambriybtogmepttm.jpg,86,83.33,0.933333333333333,692822.1628282,692823.0634409,74,692822.2419004,692823.0688851,692823.993893
