sub_num,trial,block,task,is_practice,category,image,texture,jitter
101,1,0,categorization,1,kitchen,kitchen_practice1.jpg,116,0.967555089878858
101,2,0,categorization,1,bathroom,bathroom_practice1.jpg,111,1.01612501033769
101,3,0,categorization,1,bathroom,bathroom_practice3.jpg,113,0.965719491666358
101,4,0,categorization,1,bathroom,bathroom_practice2.jpg,112,0.847797547100691
101,5,0,categorization,1,bathroom,bathroom_practice5.jpg,115,1.44021655888676
101,6,0,categorization,1,kitchen,kitchen_practice4.jpg,119,1.67857487459385
101,7,0,categorization,1,kitchen,kitchen_practice3.jpg,118,0.812230155222452
101,8,0,categorization,1,kitchen,kitchen_practice2.jpg,117,1.6960775998714
101,9,0,categorization,1,kitchen,kitchen_practice5.jpg,120,1.25731198957059
101,10,0,categorization,1,bathroom,bathroom_practice4.jpg,114,0.78284976244053
101,1,1,categorization,0,kitchen,sun_axaiaptzctpidqzg.jpg,58,1.16222909107756
101,2,1,categorization,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,1.84637851230461
101,3,1,categorization,0,bathroom,sun_amzlamotzwfkwjco.jpg,88,0.822281191287176
101,4,1,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,0.866159756250572
101,5,1,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,0.967974909887708
101,6,1,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,0.842499981258649
101,7,1,categorization,0,bathroom,sun_akbyysnpwewzraii.jpg,82,0.796305607244239
101,8,1,categorization,0,kitchen,sun_aehawpgmrlhlvcow.jpg,28,1.24278621479622
101,9,1,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,0.850947218229209
101,10,1,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,1.42234044097676
101,11,1,categorization,0,kitchen,sun_aeqbewejiovwrhhc.jpg,30,1.20918246818536
101,12,1,categorization,0,kitchen,sun_ajcbwwvdlsvjyzje.jpg,44,1.20168396459956
101,13,1,categorization,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,0.746769233939807
101,14,1,categorization,0,kitchen,sun_akcjzhbbjlbogpdi.jpg,45,1.05208052727262
101,15,1,categorization,0,kitchen,sun_ahdycvpopffkzzsu.jpg,38,1.28835364013997
101,16,1,categorization,0,bathroom,sun_acsgbuurtwghzjel.jpg,71,0.973150963099301
101,17,1,categorization,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,0.752527835421736
101,18,1,categorization,0,bathroom,sun_aunuadmjocsddsrl.jpg,102,0.968218860178538
101,19,1,categorization,0,kitchen,sun_agubuxuukhzyzpdp.jpg,36,1.26056028790771
101,20,1,categorization,0,bathroom,sun_acgyywnybuveqsro.jpg,69,1.48709756770636
101,21,1,categorization,0,bathroom,sun_aoybiabnpadelefl.jpg,93,1.90786374349438
