sub_num,trial,block,task,is_practice,category,image,texture,jitter
101,1,0,categorization,1,kitchen,kitchen_practice1.jpg,116,0.729031980407676
101,2,0,categorization,1,bathroom,bathroom_practice1.jpg,111,1.26008038106515
101,3,0,categorization,1,bathroom,bathroom_practice3.jpg,113,1.63861986863523
101,4,0,categorization,1,bathroom,bathroom_practice2.jpg,112,1.86024530526394
101,5,0,categorization,1,bathroom,bathroom_practice5.jpg,115,1.72109761212268
101,6,0,categorization,1,kitchen,kitchen_practice4.jpg,119,0.863966525446114
101,7,0,categorization,1,kitchen,kitchen_practice3.jpg,118,1.80692449373978
101,8,0,categorization,1,kitchen,kitchen_practice2.jpg,117,1.08482760527125
101,9,0,categorization,1,kitchen,kitchen_practice5.jpg,120,1.97265380635551
101,10,0,categorization,1,bathroom,bathroom_practice4.jpg,114,1.00361052692745
101,1,1,categorization,0,kitchen,sun_axaiaptzctpidqzg.jpg,58,1.92519038653333
101,2,1,categorization,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,1.32820491868347
101,3,1,categorization,0,bathroom,sun_amzlamotzwfkwjco.jpg,88,0.747185563866358
101,4,1,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,1.5963016741387
101,5,1,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,0.734538308419146
101,6,1,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,1.79668541924713
101,7,1,categorization,0,bathroom,sun_akbyysnpwewzraii.jpg,82,0.782925537263865
101,8,1,categorization,0,kitchen,sun_aehawpgmrlhlvcow.jpg,28,0.781215968622144
101,9,1,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,0.990740323591024
101,10,1,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,1.58122971947873
101,11,1,categorization,0,kitchen,sun_aeqbewejiovwrhhc.jpg,30,1.46118135712463
101,12,1,categorization,0,kitchen,sun_ajcbwwvdlsvjyzje.jpg,44,0.706813666593656
101,13,1,categorization,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,0.920834489688237
101,14,1,categorization,0,kitchen,sun_akcjzhbbjlbogpdi.jpg,45,1.36818975154978
101,15,1,categorization,0,kitchen,sun_ahdycvpopffkzzsu.jpg,38,0.838444485310899
101,16,1,categorization,0,bathroom,sun_acsgbuurtwghzjel.jpg,71,0.916046802804781
101,17,1,categorization,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,1.07141076223111
101,18,1,categorization,0,bathroom,sun_aunuadmjocsddsrl.jpg,102,1.35103165739753
101,19,1,categorization,0,kitchen,sun_agubuxuukhzyzpdp.jpg,36,0.834829444972674
101,20,1,categorization,0,bathroom,sun_acgyywnybuveqsro.jpg,69,1.16554464259163
101,21,1,categorization,0,bathroom,sun_aoybiabnpadelefl.jpg,93,1.52079349904972
101,22,1,categorization,0,bathroom,sun_auzqhkafidnkrwmo.jpg,104,1.81998020471485
101,23,1,categorization,0,bathroom,sun_arzkwskvsrwimlwo.jpg,98,1.76131863285458
101,24,1,categorization,0,kitchen,sun_agorklincwxrdtga.jpg,35,0.947406627471002
101,25,1,categorization,0,bathroom,sun_apynckhmoftszqoq.jpg,96,1.24888086116622
101,26,1,categorization,0,bathroom,sun_apkxzenqapsujocq.jpg,95,0.826472973175241
101,27,1,categorization,0,bathroom,sun_aleqenyvunhactkl.jpg,83,1.73266399144774
