sub_num,trial,block,task,is_practice,category,image,texture,duration,jitter
101,1,0,categorization,1,SHINEd,SHINEd_bathroom_practice1.tif,111,83.33,0.73727813312826
101,2,0,categorization,1,SHINEd,SHINEd_bathroom_practice2.tif,112,83.33,1.04068411597922
101,3,0,categorization,1,SHINEd,SHINEd_bathroom_practice3.tif,113,83.33,0.980159313326783
101,4,0,categorization,1,SHINEd,SHINEd_bathroom_practice4.tif,114,83.33,0.708171876921902
101,5,0,categorization,1,SHINEd,SHINEd_bathroom_practice5.tif,115,83.33,0.721280736317905
101,6,0,categorization,1,SHINEd,SHINEd_kitchen_practice1.tif,116,83.33,1.11090309377911
101,7,0,categorization,1,SHINEd,SHINEd_kitchen_practice2.tif,117,83.33,1.3660312306207
101,8,0,categorization,1,SHINEd,SHINEd_kitchen_practice3.tif,118,83.33,0.845861130504073
101,9,0,categorization,1,SHINEd,SHINEd_kitchen_practice4.tif,119,83.33,1.33787752052048
101,10,0,categorization,1,SHINEd,SHINEd_kitchen_practice5.tif,120,83.33,0.923509469503706
101,1,1,categorization,0,kitchen,SHINEd_sun_axyyrmzcupyhlivc.tif,109,83.33,1.09111249639483
101,2,1,categorization,0,bathroom,SHINEd_sun_adbqksnwuqqwdpxc.tif,22,83.33,1.13115835065272
101,3,1,categorization,0,kitchen,SHINEd_sun_abdxkyyxwfskuaqb.tif,68,83.33,1.62993652901225
101,4,1,categorization,0,bathroom,SHINEd_sun_atstyziqcmkahyxk.tif,51,83.33,0.944715440763759
101,5,1,categorization,0,kitchen,SHINEd_sun_agfmsmojwptjoava.tif,82,83.33,0.791986532284252
101,6,1,categorization,0,bathroom,SHINEd_sun_abtukhmkjdzyfxhr.tif,18,83.33,1.03105360895647
101,7,1,categorization,0,kitchen,SHINEd_sun_aypmqwcualkenuoe.tif,110,83.33,0.957887709856451
101,8,1,categorization,0,kitchen,SHINEd_sun_ahdycvpopffkzzsu.tif,88,83.33,1.6118230100182
101,9,1,categorization,0,bathroom,SHINEd_sun_aamrfepkhweyewue.tif,13,83.33,1.36666855339882
101,10,1,categorization,0,bathroom,SHINEd_sun_apynckhmoftszqoq.tif,46,83.33,1.486681268875
101,11,1,categorization,0,bathroom,SHINEd_sun_ahqjwnzgolcaoidx.tif,29,83.33,0.852578993830347
101,12,1,categorization,0,kitchen,SHINEd_sun_acwjdupvyjsugpay.tif,73,83.33,0.983584881906001
101,13,1,categorization,0,bathroom,SHINEd_labelme_sfxiulhjbhlyiyt.tif,11,83.33,1.43249050763573
101,14,1,categorization,0,kitchen,SHINEd_sun_ataniphupyuxeowc.tif,102,83.33,1.00945692115789
101,15,1,categorization,0,bathroom,SHINEd_sun_awnqiikzaispgmwo.tif,56,83.33,0.760416579055163
101,16,1,categorization,0,bathroom,SHINEd_sun_afcoljnjfoxjtgja.tif,24,83.33,1.15235299404871
101,17,1,categorization,0,bathroom,SHINEd_sun_aspsyogrekjtfozg.tif,50,83.33,1.33941489625505
101,18,1,categorization,0,bathroom,SHINEd_sun_apeeialkgkuxddgh.tif,44,83.33,0.721624533169878
101,19,1,categorization,0,bathroom,SHINEd_sun_aghyqhbptboemmoq.tif,25,83.33,0.889659879424708
101,20,1,categorization,0,kitchen,SHINEd_labelme_rykdqxenmhulbdn.tif,61,83.33,0.979956300881275
101,21,1,categorization,0,kitchen,SHINEd_sun_aegoxogugdkwpmpj.tif,77,83.33,1.11461212238886
101,22,1,categorization,0,kitchen,SHINEd_sun_akcjzhbbjlbogpdi.tif,95,83.33,1.02442785675241
101,23,1,categorization,0,bathroom,SHINEd_sun_agrwbmhcpmfuwmsg.tif,26,83.33,0.70899554406752
101,24,1,categorization,0,bathroom,SHINEd_sun_aleqenyvunhactkl.tif,33,83.33,1.75464315648896
101,25,1,categorization,0,kitchen,SHINEd_sun_amjjdeyrggfqgmom.tif,99,83.33,0.783277588925589
101,26,1,categorization,0,kitchen,SHINEd_sun_aaofphpvkeqlhwgu.tif,64,83.33,0.746256597621044
101,27,1,categorization,0,bathroom,SHINEd_sun_aoybiabnpadelefl.tif,43,83.33,0.98922133333358
101,28,1,categorization,0,kitchen,SHINEd_sun_abdenxonkemggwsq.tif,67,83.33,1.1577685623306
101,29,1,categorization,0,bathroom,SHINEd_sun_apeeialkgkuxddgh.tif,44,83.33,0.718787676564425
101,30,1,categorization,0,bathroom,SHINEd_sun_abtukhmkjdzyfxhr.tif,18,83.33,0.705414525604507
101,31,1,categorization,0,kitchen,SHINEd_labelme_rykdqxenmhulbdn.tif,61,83.33,1.498401206047
101,32,1,categorization,0,kitchen,SHINEd_sun_axaiaptzctpidqzg.tif,108,83.33,1.52322506208114
101,33,1,categorization,0,kitchen,SHINEd_sun_abdenxonkemggwsq.tif,67,83.33,1.41693832644086
101,34,1,categorization,0,kitchen,SHINEd_sun_auticobqsbwgoppi.tif,104,83.33,0.939226742225965
101,35,1,categorization,0,kitchen,SHINEd_sun_aeqbewejiovwrhhc.tif,80,83.33,1.23140212462115
101,36,1,categorization,0,bathroom,SHINEd_sun_aapitsgbtktqubfy.tif,14,83.33,1.38834943783019
101,37,1,categorization,0,bathroom,SHINEd_sun_aqrpegblszgcoujh.tif,47,83.33,0.817421331921734
101,38,1,categorization,0,kitchen,SHINEd_sun_aamedkxepzlwuxes.tif,63,83.33,1.29535353115677
101,39,1,categorization,0,bathroom,SHINEd_sun_awnqiikzaispgmwo.tif,56,83.33,1.85249627565764
101,40,1,categorization,0,kitchen,SHINEd_sun_ahpczsiumwwocjkv.tif,90,83.33,0.912248441478504
101,41,1,categorization,0,bathroom,SHINEd_sun_avhrdrntsqrjzccq.tif,55,83.33,0.866346711859777
101,42,1,categorization,0,kitchen,SHINEd_sun_agfmsmojwptjoava.tif,82,83.33,1.19680750648923
101,43,1,categorization,0,kitchen,SHINEd_sun_avszsnwsbuqfgzbn.tif,105,83.33,1.37946655010596
101,44,1,categorization,0,kitchen,SHINEd_sun_agorklincwxrdtga.tif,85,83.33,1.25689002745988
101,45,1,categorization,0,kitchen,SHINEd_sun_abpwyqmlzafvklqo.tif,69,83.33,1.07429277139277
101,46,1,categorization,0,bathroom,SHINEd_sun_awnqiikzaispgmwo.tif,56,83.33,1.09844349344244
101,47,1,categorization,0,bathroom,SHINEd_sun_aapitsgbtktqubfy.tif,14,83.33,1.28517996369305
101,48,1,categorization,0,kitchen,SHINEd_sun_alpduwskzkgbcfui.tif,98,83.33,1.38726242077798
101,49,1,categorization,0,bathroom,SHINEd_sun_abjtwfukuwddzted.tif,17,83.33,1.18484353529457
101,50,1,categorization,0,bathroom,SHINEd_labelme_sfxiulhjbhlyiyt.tif,11,83.33,1.13106286741267
101,1,2,categorization,0,kitchen,SHINEd_sun_aapllqyqlykszopd.tif,65,83.33,1.04265903716025
101,2,2,categorization,0,kitchen,SHINEd_sun_awbyfefkbcrlrqws.tif,106,83.33,1.50148049262495
101,3,2,categorization,0,kitchen,SHINEd_sun_aqeaevwwwjoqhzvl.tif,101,83.33,1.47168483246583
101,4,2,categorization,0,bathroom,SHINEd_sun_aclfzgynxzxlbepz.tif,20,83.33,0.891705651016828
101,5,2,categorization,0,kitchen,SHINEd_sun_ahywdevtimnqcsln.tif,92,83.33,1.03840197617761
101,6,2,categorization,0,kitchen,SHINEd_sun_aeikbkmhphqzxdkv.tif,79,83.33,1.55575192366143
101,7,2,categorization,0,bathroom,SHINEd_sun_aiskgiwswewisvph.tif,30,83.33,0.952068605321987
101,8,2,categorization,0,kitchen,SHINEd_sun_agfmsmojwptjoava.tif,82,83.33,1.32548301895299
