sub_num,trial,block,task,is_practice,category,image,texture,jitter
101,1,0,categorization,1,kitchen,kitchen_practice1.jpg,116,0.758023510188665
101,2,0,categorization,1,bathroom,bathroom_practice1.jpg,111,1.12295094006731
101,3,0,categorization,1,bathroom,bathroom_practice3.jpg,113,1.57716871152851
101,4,0,categorization,1,bathroom,bathroom_practice2.jpg,112,1.81449466706502
101,5,0,categorization,1,bathroom,bathroom_practice5.jpg,115,0.892633135784136
101,6,0,categorization,1,kitchen,kitchen_practice4.jpg,119,1.5163890813037
101,7,0,categorization,1,kitchen,kitchen_practice3.jpg,118,0.712607878162523
101,8,0,categorization,1,kitchen,kitchen_practice2.jpg,117,1.35111913521213
101,9,0,categorization,1,kitchen,kitchen_practice5.jpg,120,1.70263308528953
101,10,0,categorization,1,bathroom,bathroom_practice4.jpg,114,0.759703226792698
101,1,1,categorization,0,kitchen,sun_axaiaptzctpidqzg.jpg,58,1.94465859126785
101,2,1,categorization,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,0.931972569081072
101,3,1,categorization,0,bathroom,sun_amzlamotzwfkwjco.jpg,88,1.85279534621977
101,4,1,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,1.67795766256032
101,5,1,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,1.15955128128203
101,6,1,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,1.01032849940422
101,7,1,categorization,0,bathroom,sun_akbyysnpwewzraii.jpg,82,0.918645724030718
101,8,1,categorization,0,kitchen,sun_aehawpgmrlhlvcow.jpg,28,1.87929055798129
101,9,1,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,0.861980815157041
101,10,1,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,1.58706351448636
101,11,1,categorization,0,kitchen,sun_aeqbewejiovwrhhc.jpg,30,1.75186211449666
101,12,1,categorization,0,kitchen,sun_ajcbwwvdlsvjyzje.jpg,44,0.908752721229416
101,13,1,categorization,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,0.825085030562118
