sub_num,trial,block,task,is_practice,category,image,texture,jitter
101,1,0,categorization,1,kitchen,kitchen_practice1.jpg,116,0.844426141466298
101,2,0,categorization,1,bathroom,bathroom_practice1.jpg,111,0.849814209150139
101,3,0,categorization,1,bathroom,bathroom_practice3.jpg,113,0.757123468732171
101,4,0,categorization,1,bathroom,bathroom_practice2.jpg,112,1.09275241899832
101,5,0,categorization,1,bathroom,bathroom_practice5.jpg,115,1.57772596560715
101,6,0,categorization,1,kitchen,kitchen_practice4.jpg,119,1.81249710533651
101,7,0,categorization,1,kitchen,kitchen_practice3.jpg,118,0.826410152005867
101,8,0,categorization,1,kitchen,kitchen_practice2.jpg,117,0.709220203968959
101,9,0,categorization,1,kitchen,kitchen_practice5.jpg,120,1.17830746062411
101,10,0,categorization,1,bathroom,bathroom_practice4.jpg,114,1.30247488634621
101,1,1,categorization,0,kitchen,sun_axaiaptzctpidqzg.jpg,58,1.0766231270961
101,2,1,categorization,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,1.28776849131467
101,3,1,categorization,0,bathroom,sun_amzlamotzwfkwjco.jpg,88,1.86990424335377
101,4,1,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,1.21585153863003
101,5,1,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,1.90857102968618
101,6,1,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,0.924459897245876
101,7,1,categorization,0,bathroom,sun_akbyysnpwewzraii.jpg,82,0.879828458485455
101,8,1,categorization,0,kitchen,sun_aehawpgmrlhlvcow.jpg,28,1.20679692630618
101,9,1,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,0.729751286447163
101,10,1,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,1.09467297559988
101,11,1,categorization,0,kitchen,sun_aeqbewejiovwrhhc.jpg,30,0.958229756370442
101,12,1,categorization,0,kitchen,sun_ajcbwwvdlsvjyzje.jpg,44,1.02057502805759
101,13,1,categorization,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,1.38728683667164
101,14,1,categorization,0,kitchen,sun_akcjzhbbjlbogpdi.jpg,45,0.870227494866585
101,15,1,categorization,0,kitchen,sun_ahdycvpopffkzzsu.jpg,38,1.68995732495613
101,16,1,categorization,0,bathroom,sun_acsgbuurtwghzjel.jpg,71,1.43257509501882
101,17,1,categorization,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,0.935530914767686
101,18,1,categorization,0,bathroom,sun_aunuadmjocsddsrl.jpg,102,0.965347691028115
101,19,1,categorization,0,kitchen,sun_agubuxuukhzyzpdp.jpg,36,1.95219620510066
101,20,1,categorization,0,bathroom,sun_acgyywnybuveqsro.jpg,69,1.2592893134494
101,21,1,categorization,0,bathroom,sun_aoybiabnpadelefl.jpg,93,0.859289665684076
101,22,1,categorization,0,bathroom,sun_auzqhkafidnkrwmo.jpg,104,0.76538905745512
101,23,1,categorization,0,bathroom,sun_arzkwskvsrwimlwo.jpg,98,1.72816633678277
101,24,1,categorization,0,kitchen,sun_agorklincwxrdtga.jpg,35,0.785980896560446
101,25,1,categorization,0,bathroom,sun_apynckhmoftszqoq.jpg,96,1.16873706604767
101,26,1,categorization,0,bathroom,sun_apkxzenqapsujocq.jpg,95,1.67917313129505
101,27,1,categorization,0,bathroom,sun_aleqenyvunhactkl.jpg,83,0.749541859260139
101,28,1,categorization,0,bathroom,sun_awnqiikzaispgmwo.jpg,106,1.23420110360542
101,29,1,categorization,0,kitchen,sun_aapllqyqlykszopd.jpg,15,0.806130400447449
101,30,1,categorization,0,kitchen,sun_agfmsmojwptjoava.jpg,32,1.08958452093688
101,31,1,categorization,0,bathroom,sun_anlddfvefwvocyae.jpg,90,0.987550804458266
101,32,1,categorization,0,kitchen,sun_aeikbkmhphqzxdkv.jpg,29,1.09584563895112
101,33,1,categorization,0,kitchen,sun_ahljzhgcdpomplvg.jpg,39,0.765142249944939
101,34,1,categorization,0,kitchen,sun_ahywdevtimnqcsln.jpg,42,1.68113567049787
101,35,1,categorization,0,kitchen,sun_alalhpqajafvlnho.jpg,46,0.754436665349748
101,36,1,categorization,0,kitchen,sun_ahvszpwjtodgwusx.jpg,41,1.41538621565683
101,37,1,categorization,0,bathroom,sun_ausgutylgojavyoq.jpg,103,0.995746131438571
101,38,1,categorization,0,kitchen,sun_aegoxogugdkwpmpj.jpg,27,1.05089666977787
