sub_num,trial,block,task,is_practice,category,image,texture,duration,jitter
105,1,0,categorization,1,SHINEd,SHINEd_bathroom_practice1.tif,111,83.33,1.4276904641145
105,2,0,categorization,1,SHINEd,SHINEd_bathroom_practice2.tif,112,83.33,0.869190188657012
105,3,0,categorization,1,SHINEd,SHINEd_bathroom_practice3.tif,113,83.33,0.81839295235969
105,4,0,categorization,1,SHINEd,SHINEd_bathroom_practice4.tif,114,83.33,1.24530538823179
105,5,0,categorization,1,SHINEd,SHINEd_bathroom_practice5.tif,115,83.33,1.72173470587431
105,6,0,categorization,1,SHINEd,SHINEd_kitchen_practice1.tif,116,83.33,1.0328144220592
105,7,0,categorization,1,SHINEd,SHINEd_kitchen_practice2.tif,117,83.33,1.23013232806459
105,8,0,categorization,1,SHINEd,SHINEd_kitchen_practice3.tif,118,83.33,0.900206176485185
105,9,0,categorization,1,SHINEd,SHINEd_kitchen_practice4.tif,119,83.33,1.09658091481206
105,10,0,categorization,1,SHINEd,SHINEd_kitchen_practice5.tif,120,83.33,1.70164240413153
105,1,1,categorization,0,bathroom,SHINEd_sun_axbqssteryzzlcop.tif,57,83.33,1.25798364562759
105,2,1,categorization,0,kitchen,SHINEd_sun_acfluyeqiftljamq.tif,71,83.33,0.834449488032585
105,3,1,categorization,0,kitchen,SHINEd_sun_aadbddgrdsjugojn.tif,62,83.33,0.75191044916894
105,4,1,categorization,0,bathroom,SHINEd_sun_aunuadmjocsddsrl.tif,52,83.33,1.52904783048554
105,5,1,categorization,0,kitchen,SHINEd_sun_ahvszpwjtodgwusx.tif,91,83.33,0.930720002333302
105,6,1,categorization,0,kitchen,SHINEd_sun_awbyfefkbcrlrqws.tif,106,83.33,1.93785166092869
105,7,1,categorization,0,bathroom,SHINEd_sun_ahqjwnzgolcaoidx.tif,29,83.33,0.935071081537548
105,8,1,categorization,0,bathroom,SHINEd_sun_abjtwfukuwddzted.tif,17,83.33,0.860018168302558
105,9,1,categorization,0,kitchen,SHINEd_sun_auaiucuqpdausiva.tif,103,83.33,1.48147571408686
105,10,1,categorization,0,kitchen,SHINEd_sun_ahywdevtimnqcsln.tif,92,83.33,1.12371411161583
105,11,1,categorization,0,kitchen,SHINEd_sun_acwjdupvyjsugpay.tif,73,83.33,1.1000772890161
105,12,1,categorization,0,bathroom,SHINEd_sun_alkosphxlxwjwgjd.tif,35,83.33,1.61563258664237
105,13,1,categorization,0,bathroom,SHINEd_sun_adbqksnwuqqwdpxc.tif,22,83.33,1.96541336972524
105,14,1,categorization,0,kitchen,SHINEd_sun_agzzivivdpnawacl.tif,87,83.33,1.4076695210496
105,15,1,categorization,0,bathroom,SHINEd_sun_aspsyogrekjtfozg.tif,50,83.33,0.713404529721497
105,16,1,categorization,0,bathroom,SHINEd_sun_aclfzgynxzxlbepz.tif,20,83.33,1.9847778445393
105,17,1,categorization,0,bathroom,SHINEd_sun_apynckhmoftszqoq.tif,46,83.33,1.48237454050387
