sub_num,trial,block,task,is_practice,category,image,texture,jitter
101,1,0,categorization,1,kitchen,kitchen_practice1.jpg,116,1.13022153164242
101,2,0,categorization,1,bathroom,bathroom_practice1.jpg,111,1.13398163564027
101,3,0,categorization,1,bathroom,bathroom_practice3.jpg,113,1.08974338504939
101,4,0,categorization,1,bathroom,bathroom_practice2.jpg,112,1.25025054692809
101,5,0,categorization,1,bathroom,bathroom_practice5.jpg,115,0.90742014710399
101,6,0,categorization,1,kitchen,kitchen_practice4.jpg,119,1.90252826564517
101,7,0,categorization,1,kitchen,kitchen_practice3.jpg,118,1.10340072502734
101,8,0,categorization,1,kitchen,kitchen_practice2.jpg,117,1.28125000949871
101,9,0,categorization,1,kitchen,kitchen_practice5.jpg,120,0.717200395432328
101,10,0,categorization,1,bathroom,bathroom_practice4.jpg,114,0.832351703101751
101,1,1,categorization,0,kitchen,sun_axaiaptzctpidqzg.jpg,58,1.29195989690702
101,2,1,categorization,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,1.12782746166574
101,3,1,categorization,0,bathroom,sun_amzlamotzwfkwjco.jpg,88,0.866180247204113
101,4,1,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,1.82035641513055
101,5,1,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,0.988674604434285
101,6,1,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,1.01998130390707
101,7,1,categorization,0,bathroom,sun_akbyysnpwewzraii.jpg,82,1.17405239074904
101,8,1,categorization,0,kitchen,sun_aehawpgmrlhlvcow.jpg,28,1.69622657935078
101,9,1,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,1.21486799700204
101,10,1,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,1.00676896798666
101,11,1,categorization,0,kitchen,sun_aeqbewejiovwrhhc.jpg,30,0.788418128131608
101,12,1,categorization,0,kitchen,sun_ajcbwwvdlsvjyzje.jpg,44,1.71239445282815
101,13,1,categorization,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,1.66307539337479
101,14,1,categorization,0,kitchen,sun_akcjzhbbjlbogpdi.jpg,45,0.808674016310873
101,15,1,categorization,0,kitchen,sun_ahdycvpopffkzzsu.jpg,38,1.61928606843655
101,16,1,categorization,0,bathroom,sun_acsgbuurtwghzjel.jpg,71,1.57706431483753
101,17,1,categorization,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,1.88903814859808
101,18,1,categorization,0,bathroom,sun_aunuadmjocsddsrl.jpg,102,0.885769442106219
101,19,1,categorization,0,kitchen,sun_agubuxuukhzyzpdp.jpg,36,0.75330196870559
101,20,1,categorization,0,bathroom,sun_acgyywnybuveqsro.jpg,69,1.50183749648125
101,21,1,categorization,0,bathroom,sun_aoybiabnpadelefl.jpg,93,1.85580161225761
101,22,1,categorization,0,bathroom,sun_auzqhkafidnkrwmo.jpg,104,1.98286705962043
101,23,1,categorization,0,bathroom,sun_arzkwskvsrwimlwo.jpg,98,0.993783650838699
101,24,1,categorization,0,kitchen,sun_agorklincwxrdtga.jpg,35,0.984930214416589
101,25,1,categorization,0,bathroom,sun_apynckhmoftszqoq.jpg,96,1.55556454933977
101,26,1,categorization,0,bathroom,sun_apkxzenqapsujocq.jpg,95,1.41077620115178
101,27,1,categorization,0,bathroom,sun_aleqenyvunhactkl.jpg,83,0.841589071613618
101,28,1,categorization,0,bathroom,sun_awnqiikzaispgmwo.jpg,106,1.80349023221653
101,29,1,categorization,0,kitchen,sun_aapllqyqlykszopd.jpg,15,1.43236121764555
101,30,1,categorization,0,kitchen,sun_agfmsmojwptjoava.jpg,32,1.34716580114186
101,31,1,categorization,0,bathroom,sun_anlddfvefwvocyae.jpg,90,0.770976119089202
101,32,1,categorization,0,kitchen,sun_aeikbkmhphqzxdkv.jpg,29,0.846013207512422
101,33,1,categorization,0,kitchen,sun_ahljzhgcdpomplvg.jpg,39,1.70239214162155
101,34,1,categorization,0,kitchen,sun_ahywdevtimnqcsln.jpg,42,0.721379830543018
101,35,1,categorization,0,kitchen,sun_alalhpqajafvlnho.jpg,46,0.712697370876864
101,36,1,categorization,0,kitchen,sun_ahvszpwjtodgwusx.jpg,41,1.98201264243768
101,37,1,categorization,0,bathroom,sun_ausgutylgojavyoq.jpg,103,1.08716703614511
101,38,1,categorization,0,kitchen,sun_aegoxogugdkwpmpj.jpg,27,1.36750064387029
101,39,1,categorization,0,bathroom,sun_abtukhmkjdzyfxhr.jpg,68,0.809646274167185
101,40,1,categorization,0,kitchen,sun_aiffeoqzngslhzfi.jpg,43,0.712135614065284
101,41,1,categorization,0,kitchen,sun_acfluyeqiftljamq.jpg,21,1.75285214983416
101,42,1,categorization,0,bathroom,labelme_xbsnnlvmskdknsb.jpg,62,0.854775979774959
101,43,1,categorization,0,bathroom,sun_apeeialkgkuxddgh.jpg,94,0.740234109521082
101,44,1,categorization,0,kitchen,sun_acxkpeoqbwcxfvip.jpg,24,1.41371134684905
101,45,1,categorization,0,kitchen,sun_abrcnpqqhmjwekyf.jpg,20,1.63776035173846
101,46,1,categorization,0,bathroom,sun_atstyziqcmkahyxk.jpg,101,0.88535414450346
101,47,1,categorization,0,kitchen,sun_aypmqwcualkenuoe.jpg,60,1.44719840738555
101,48,1,categorization,0,kitchen,sun_aggjlwcdjsjcaemh.jpg,33,1.17502206989427
101,49,1,categorization,0,kitchen,sun_auticobqsbwgoppi.jpg,54,0.72813239652209
101,50,1,categorization,0,bathroom,sun_anhioqovhscjqqwb.jpg,89,1.16375148887286
101,1,2,categorization,0,bathroom,sun_aovflwamhlwzwvxs.jpg,92,1.67043895581065
101,2,2,categorization,0,bathroom,sun_axxbkopsgyouuebh.jpg,108,0.948633664502146
101,3,2,categorization,0,bathroom,sun_adbqksnwuqqwdpxc.jpg,72,1.51948114128638
101,4,2,categorization,0,bathroom,sun_aqrpegblszgcoujh.jpg,97,1.39536231510331
101,5,2,categorization,0,kitchen,sun_acfmftudsenhrfhy.jpg,22,0.800277345908289
101,6,2,categorization,0,bathroom,sun_aiskgiwswewisvph.jpg,80,0.91911883337626
101,7,2,categorization,0,bathroom,sun_abjtwfukuwddzted.jpg,67,1.39483502660271
101,8,2,categorization,0,bathroom,sun_axyrejkiiaqiurjk.jpg,109,0.751515626772366
101,9,2,categorization,0,kitchen,sun_auaiucuqpdausiva.jpg,53,1.01011470176681
101,10,2,categorization,0,bathroom,sun_alkosphxlxwjwgjd.jpg,85,1.25475797218657
101,11,2,categorization,0,bathroom,sun_aclfzgynxzxlbepz.jpg,70,1.11549581731809
101,12,2,categorization,0,kitchen,sun_aexklacwqwezaorf.jpg,31,1.2881896924935
101,13,2,categorization,0,kitchen,sun_agzzivivdpnawacl.jpg,37,1.06042933489646
101,14,2,categorization,0,kitchen,sun_alazdvaixpjtegwg.jpg,47,1.14669371462828
101,15,2,categorization,0,bathroom,sun_ahcvzmoyaycdoftf.jpg,78,1.05691460670288
101,16,2,categorization,0,bathroom,sun_axbqssteryzzlcop.jpg,107,0.901337172636196
101,17,2,categorization,0,bathroom,sun_azqyogdvyhahyram.jpg,110,1.16626279684936
101,18,2,categorization,0,bathroom,sun_aspsyogrekjtfozg.jpg,100,1.22160979854763
101,19,2,categorization,0,kitchen,sun_adgqasybjyktddhj.jpg,25,0.824983313704847
101,20,2,categorization,0,bathroom,sun_aavhrsfjbserjtht.jpg,65,0.943455165256753
101,21,2,categorization,0,kitchen,sun_admlmbcdswaszruo.jpg,26,1.89533538454641
101,22,2,categorization,0,kitchen,sun_abdenxonkemggwsq.jpg,17,0.812769273869204
101,23,2,categorization,0,kitchen,sun_alpduwskzkgbcfui.jpg,48,1.36747682579384
101,24,2,categorization,0,kitchen,sun_ahpczsiumwwocjkv.jpg,40,0.707153800464694
101,25,2,categorization,0,kitchen,sun_aadbddgrdsjugojn.jpg,12,1.67032100886629
101,26,2,categorization,0,kitchen,sun_ataniphupyuxeowc.jpg,52,1.10142376218473
101,27,2,categorization,0,kitchen,sun_aamedkxepzlwuxes.jpg,13,1.35517329783774
101,28,2,categorization,0,bathroom,labelme_sfxiulhjbhlyiyt.jpg,61,1.04676761705838
101,29,2,categorization,0,kitchen,sun_amjjdeyrggfqgmom.jpg,49,0.894199865884544
101,30,2,categorization,0,bathroom,sun_aamrfepkhweyewue.jpg,63,1.06147197020994
101,31,2,categorization,0,kitchen,sun_abpwyqmlzafvklqo.jpg,19,0.726628261162234
101,32,2,categorization,0,bathroom,sun_abeymlrfgckenfyk.jpg,66,0.83472084933087
101,33,2,categorization,0,kitchen,sun_avszsnwsbuqfgzbn.jpg,55,1.27534079076775
101,34,2,categorization,0,bathroom,sun_adwvsndpdsgzeste.jpg,73,1.00236359384973
101,35,2,categorization,0,kitchen,sun_awbyfefkbcrlrqws.jpg,56,1.13664698415849
101,36,2,categorization,0,kitchen,sun_abdxkyyxwfskuaqb.jpg,18,1.66878189297455
101,37,2,categorization,0,bathroom,sun_agyqfjcfkdcydepw.jpg,77,1.92699176044719
101,38,2,categorization,0,bathroom,sun_anltpptcpfdrhlks.jpg,91,0.92521018754317
101,39,2,categorization,0,kitchen,sun_aglwoufpxbtxqecp.jpg,34,1.41116021048486
101,40,2,categorization,0,bathroom,sun_ambriybtogmepttm.jpg,86,0.910943224982313
101,41,2,categorization,0,bathroom,sun_avhrdrntsqrjzccq.jpg,105,0.718268194746196
101,42,2,categorization,0,kitchen,sun_aaofphpvkeqlhwgu.jpg,14,1.30730091869118
101,43,2,categorization,0,kitchen,sun_aqeaevwwwjoqhzvl.jpg,51,1.11712023125428
101,44,2,categorization,0,bathroom,sun_aapitsgbtktqubfy.jpg,64,0.724511192599485
101,45,2,categorization,0,kitchen,sun_aaxxjlsuzvqlgylf.jpg,16,0.888171939986376
101,46,2,categorization,0,bathroom,sun_ammzpemadwrjdfzl.jpg,87,1.76100075651406
