sub_num,trial,block,task,is_practice,category,image,texture,jitter
101,1,0,categorization,1,kitchen,kitchen_practice1.jpg,116,1.48642441757153
101,2,0,categorization,1,bathroom,bathroom_practice1.jpg,111,0.982641054799386
101,3,0,categorization,1,bathroom,bathroom_practice3.jpg,113,1.57473229914695
101,4,0,categorization,1,bathroom,bathroom_practice2.jpg,112,0.935789518857713
101,5,0,categorization,1,bathroom,bathroom_practice5.jpg,115,1.46580921393208
101,6,0,categorization,1,kitchen,kitchen_practice4.jpg,119,1.01433128672948
101,7,0,categorization,1,kitchen,kitchen_practice3.jpg,118,1.20017643139933
101,8,0,categorization,1,kitchen,kitchen_practice2.jpg,117,1.52236824448671
101,9,0,categorization,1,kitchen,kitchen_practice5.jpg,120,0.800552523314466
101,10,0,categorization,1,bathroom,bathroom_practice4.jpg,114,0.87805650003569
101,1,1,categorization,0,kitchen,sun_axaiaptzctpidqzg.jpg,58,0.785979820997653
101,2,1,categorization,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,1.76922126332502
101,3,1,categorization,0,bathroom,sun_amzlamotzwfkwjco.jpg,88,0.777555316297591
101,4,1,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,0.972850403868129
101,5,1,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,0.705712759339606
101,6,1,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,1.41308288954922
101,7,1,categorization,0,bathroom,sun_akbyysnpwewzraii.jpg,82,0.827889616489858
101,8,1,categorization,0,kitchen,sun_aehawpgmrlhlvcow.jpg,28,1.65033782322875
101,9,1,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,1.26496166995855
101,10,1,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,0.846649790958838
101,11,1,categorization,0,kitchen,sun_aeqbewejiovwrhhc.jpg,30,1.21428481273975
101,12,1,categorization,0,kitchen,sun_ajcbwwvdlsvjyzje.jpg,44,1.30402369096701
101,13,1,categorization,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,0.82407650051517
101,14,1,categorization,0,kitchen,sun_akcjzhbbjlbogpdi.jpg,45,1.2296309978284
101,15,1,categorization,0,kitchen,sun_ahdycvpopffkzzsu.jpg,38,0.86425196769279
101,16,1,categorization,0,bathroom,sun_acsgbuurtwghzjel.jpg,71,1.19304324094252
101,17,1,categorization,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,1.28329480044643
101,18,1,categorization,0,bathroom,sun_aunuadmjocsddsrl.jpg,102,1.29682570053985
101,19,1,categorization,0,kitchen,sun_agubuxuukhzyzpdp.jpg,36,1.7689636549016
101,20,1,categorization,0,bathroom,sun_acgyywnybuveqsro.jpg,69,1.61877745965364
101,21,1,categorization,0,bathroom,sun_aoybiabnpadelefl.jpg,93,0.707931319205191
101,22,1,categorization,0,bathroom,sun_auzqhkafidnkrwmo.jpg,104,0.932152362036252
101,23,1,categorization,0,bathroom,sun_arzkwskvsrwimlwo.jpg,98,1.78072611750865
101,24,1,categorization,0,kitchen,sun_agorklincwxrdtga.jpg,35,0.88130861784859
101,25,1,categorization,0,bathroom,sun_apynckhmoftszqoq.jpg,96,1.59617851463898
101,26,1,categorization,0,bathroom,sun_apkxzenqapsujocq.jpg,95,1.94966061674122
101,27,1,categorization,0,bathroom,sun_aleqenyvunhactkl.jpg,83,0.714114472963148
101,28,1,categorization,0,bathroom,sun_awnqiikzaispgmwo.jpg,106,1.0264695894594
101,29,1,categorization,0,kitchen,sun_aapllqyqlykszopd.jpg,15,0.920407422966964
101,30,1,categorization,0,kitchen,sun_agfmsmojwptjoava.jpg,32,0.983476348106223
101,31,1,categorization,0,bathroom,sun_anlddfvefwvocyae.jpg,90,0.84755095801898
101,32,1,categorization,0,kitchen,sun_aeikbkmhphqzxdkv.jpg,29,1.12274569752674
101,33,1,categorization,0,kitchen,sun_ahljzhgcdpomplvg.jpg,39,1.01383463858714
101,34,1,categorization,0,kitchen,sun_ahywdevtimnqcsln.jpg,42,1.17967337451525
101,35,1,categorization,0,kitchen,sun_alalhpqajafvlnho.jpg,46,0.71922025242667
101,36,1,categorization,0,kitchen,sun_ahvszpwjtodgwusx.jpg,41,0.743265940670382
101,37,1,categorization,0,bathroom,sun_ausgutylgojavyoq.jpg,103,1.60489962773932
101,38,1,categorization,0,kitchen,sun_aegoxogugdkwpmpj.jpg,27,0.830592626373198
101,39,1,categorization,0,bathroom,sun_abtukhmkjdzyfxhr.jpg,68,1.80732627553974
101,40,1,categorization,0,kitchen,sun_aiffeoqzngslhzfi.jpg,43,0.77375785376878
101,41,1,categorization,0,kitchen,sun_acfluyeqiftljamq.jpg,21,1.91879241313514
101,42,1,categorization,0,bathroom,labelme_xbsnnlvmskdknsb.jpg,62,1.27775268102883
101,43,1,categorization,0,bathroom,sun_apeeialkgkuxddgh.jpg,94,1.19397385734334
