sub_num,trial,block,task,is_practice,category,image,texture,duration,jitter
101,1,0,categorization,1,SHINEd,SHINEd_bathroom_practice1.tif,111,83.33,0.717168963607062
101,2,0,categorization,1,SHINEd,SHINEd_bathroom_practice2.tif,112,83.33,0.924087014061226
101,3,0,categorization,1,SHINEd,SHINEd_bathroom_practice3.tif,113,83.33,0.785445228740858
101,4,0,categorization,1,SHINEd,SHINEd_bathroom_practice4.tif,114,83.33,0.768116988231741
101,5,0,categorization,1,SHINEd,SHINEd_bathroom_practice5.tif,115,83.33,0.976983645008836
101,6,0,categorization,1,SHINEd,SHINEd_kitchen_practice1.tif,116,83.33,1.13060426694021
101,7,0,categorization,1,SHINEd,SHINEd_kitchen_practice2.tif,117,83.33,1.16624614708597
101,8,0,categorization,1,SHINEd,SHINEd_kitchen_practice3.tif,118,83.33,1.06666422777028
101,9,0,categorization,1,SHINEd,SHINEd_kitchen_practice4.tif,119,83.33,1.52287888309623
101,10,0,categorization,1,SHINEd,SHINEd_kitchen_practice5.tif,120,83.33,0.850167170347847
101,1,1,categorization,0,kitchen,SHINEd_sun_axyyrmzcupyhlivc.tif,109,83.33,1.0915861241705
101,2,1,categorization,0,bathroom,SHINEd_sun_adbqksnwuqqwdpxc.tif,22,83.33,1.72234438821229
101,3,1,categorization,0,kitchen,SHINEd_sun_abdxkyyxwfskuaqb.tif,68,83.33,1.87169660642498
101,4,1,categorization,0,bathroom,SHINEd_sun_atstyziqcmkahyxk.tif,51,83.33,0.725139317318577
101,5,1,categorization,0,kitchen,SHINEd_sun_agfmsmojwptjoava.tif,82,83.33,1.22858413780264
101,6,1,categorization,0,bathroom,SHINEd_sun_abtukhmkjdzyfxhr.tif,18,83.33,1.00616406064735
101,7,1,categorization,0,kitchen,SHINEd_sun_aypmqwcualkenuoe.tif,110,83.33,0.82400388347615
101,8,1,categorization,0,kitchen,SHINEd_sun_ahdycvpopffkzzsu.tif,88,83.33,1.04718078459174
101,9,1,categorization,0,bathroom,SHINEd_sun_aamrfepkhweyewue.tif,13,83.33,1.48893967540222
101,10,1,categorization,0,bathroom,SHINEd_sun_apynckhmoftszqoq.tif,46,83.33,1.82118818120506
101,11,1,categorization,0,bathroom,SHINEd_sun_ahqjwnzgolcaoidx.tif,29,83.33,0.847916381020867
101,12,1,categorization,0,kitchen,SHINEd_sun_acwjdupvyjsugpay.tif,73,83.33,1.33323456996415
101,13,1,categorization,0,bathroom,SHINEd_labelme_sfxiulhjbhlyiyt.tif,11,83.33,1.10933477176539
101,14,1,categorization,0,kitchen,SHINEd_sun_ataniphupyuxeowc.tif,102,83.33,1.30615471855393
101,15,1,categorization,0,bathroom,SHINEd_sun_awnqiikzaispgmwo.tif,56,83.33,1.55616931470656
101,16,1,categorization,0,bathroom,SHINEd_sun_afcoljnjfoxjtgja.tif,24,83.33,1.04739195493593
101,17,1,categorization,0,bathroom,SHINEd_sun_aspsyogrekjtfozg.tif,50,83.33,0.855057048178919
101,18,1,categorization,0,bathroom,SHINEd_sun_apeeialkgkuxddgh.tif,44,83.33,1.07355411017674
101,19,1,categorization,0,bathroom,SHINEd_sun_aghyqhbptboemmoq.tif,25,83.33,1.42688515034452
101,20,1,categorization,0,kitchen,SHINEd_labelme_rykdqxenmhulbdn.tif,61,83.33,1.84613680080321
101,21,1,categorization,0,kitchen,SHINEd_sun_aegoxogugdkwpmpj.tif,77,83.33,1.42513100143468
101,22,1,categorization,0,kitchen,SHINEd_sun_akcjzhbbjlbogpdi.tif,95,83.33,0.973872582187388
101,23,1,categorization,0,bathroom,SHINEd_sun_agrwbmhcpmfuwmsg.tif,26,83.33,1.78290735268802
101,24,1,categorization,0,bathroom,SHINEd_sun_aleqenyvunhactkl.tif,33,83.33,1.01972746607581
101,25,1,categorization,0,kitchen,SHINEd_sun_amjjdeyrggfqgmom.tif,99,83.33,0.964703759076886
101,26,1,categorization,0,kitchen,SHINEd_sun_aaofphpvkeqlhwgu.tif,64,83.33,0.764537355746791
101,27,1,categorization,0,bathroom,SHINEd_sun_aoybiabnpadelefl.tif,43,83.33,1.8473240277665
101,28,1,categorization,0,kitchen,SHINEd_sun_abdenxonkemggwsq.tif,67,83.33,1.06715722402012
101,29,1,categorization,0,bathroom,SHINEd_sun_apeeialkgkuxddgh.tif,44,83.33,1.3579252159468
101,30,1,categorization,0,bathroom,SHINEd_sun_abtukhmkjdzyfxhr.tif,18,83.33,1.25237944131384
101,31,1,categorization,0,kitchen,SHINEd_labelme_rykdqxenmhulbdn.tif,61,83.33,1.25215948101298
101,32,1,categorization,0,kitchen,SHINEd_sun_axaiaptzctpidqzg.tif,108,83.33,1.35128456527029
101,33,1,categorization,0,kitchen,SHINEd_sun_abdenxonkemggwsq.tif,67,83.33,1.67879216235379
101,34,1,categorization,0,kitchen,SHINEd_sun_auticobqsbwgoppi.tif,104,83.33,1.91700005467342
101,35,1,categorization,0,kitchen,SHINEd_sun_aeqbewejiovwrhhc.tif,80,83.33,0.773349098783926
101,36,1,categorization,0,bathroom,SHINEd_sun_aapitsgbtktqubfy.tif,14,83.33,1.89259062004824
101,37,1,categorization,0,bathroom,SHINEd_sun_aqrpegblszgcoujh.tif,47,83.33,0.736849495879931
101,38,1,categorization,0,kitchen,SHINEd_sun_aamedkxepzlwuxes.tif,63,83.33,1.67131788592415
101,39,1,categorization,0,bathroom,SHINEd_sun_awnqiikzaispgmwo.tif,56,83.33,1.63865862105688
101,40,1,categorization,0,kitchen,SHINEd_sun_ahpczsiumwwocjkv.tif,90,83.33,1.11208464971405
101,41,1,categorization,0,bathroom,SHINEd_sun_avhrdrntsqrjzccq.tif,55,83.33,1.50116820694499
101,42,1,categorization,0,kitchen,SHINEd_sun_agfmsmojwptjoava.tif,82,83.33,1.15405270225814
101,43,1,categorization,0,kitchen,SHINEd_sun_avszsnwsbuqfgzbn.tif,105,83.33,1.28441801402615
101,44,1,categorization,0,kitchen,SHINEd_sun_agorklincwxrdtga.tif,85,83.33,1.71046376917846
101,45,1,categorization,0,kitchen,SHINEd_sun_abpwyqmlzafvklqo.tif,69,83.33,1.29237053288613
101,46,1,categorization,0,bathroom,SHINEd_sun_awnqiikzaispgmwo.tif,56,83.33,1.7320389852191
