sub_num,trial,block,task,is_practice,category,image,texture,jitter
101,1,0,categorization,1,kitchen,kitchen_practice1.jpg,116,0.901420649171491
101,2,0,categorization,1,bathroom,bathroom_practice1.jpg,111,1.83885670806103
101,3,0,categorization,1,bathroom,bathroom_practice3.jpg,113,1.08513392103405
101,4,0,categorization,1,bathroom,bathroom_practice2.jpg,112,1.00822425321232
101,5,0,categorization,1,bathroom,bathroom_practice5.jpg,115,1.61966141624635
101,6,0,categorization,1,kitchen,kitchen_practice4.jpg,119,0.89724872103386
101,7,0,categorization,1,kitchen,kitchen_practice3.jpg,118,0.877644050575561
101,8,0,categorization,1,kitchen,kitchen_practice2.jpg,117,1.11371680800172
101,9,0,categorization,1,kitchen,kitchen_practice5.jpg,120,1.6096801698172
101,10,0,categorization,1,bathroom,bathroom_practice4.jpg,114,0.899547377726801
101,1,1,categorization,0,kitchen,sun_axaiaptzctpidqzg.jpg,58,1.66055304310591
101,2,1,categorization,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,0.900723859737814
101,3,1,categorization,0,bathroom,sun_amzlamotzwfkwjco.jpg,88,1.73430779391501
101,4,1,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,1.13434625041104
101,5,1,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,1.32874591791177
101,6,1,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,0.790595300931377
101,7,1,categorization,0,bathroom,sun_akbyysnpwewzraii.jpg,82,1.92119551322958
101,8,1,categorization,0,kitchen,sun_aehawpgmrlhlvcow.jpg,28,1.86542524691487
101,9,1,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,0.756023143280074
101,10,1,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,1.20839566231205
101,11,1,categorization,0,kitchen,sun_aeqbewejiovwrhhc.jpg,30,0.701886310268967
101,12,1,categorization,0,kitchen,sun_ajcbwwvdlsvjyzje.jpg,44,1.22994002912666
101,13,1,categorization,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,1.78479047131791
101,14,1,categorization,0,kitchen,sun_akcjzhbbjlbogpdi.jpg,45,1.74352381131376
101,15,1,categorization,0,kitchen,sun_ahdycvpopffkzzsu.jpg,38,0.924243947762816
101,16,1,categorization,0,bathroom,sun_acsgbuurtwghzjel.jpg,71,1.54040162338062
101,17,1,categorization,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,0.870161368856656
101,18,1,categorization,0,bathroom,sun_aunuadmjocsddsrl.jpg,102,0.840149068305011
101,19,1,categorization,0,kitchen,sun_agubuxuukhzyzpdp.jpg,36,1.21828938819267
101,20,1,categorization,0,bathroom,sun_acgyywnybuveqsro.jpg,69,1.15642267176251
101,21,1,categorization,0,bathroom,sun_aoybiabnpadelefl.jpg,93,1.38070832469727
101,22,1,categorization,0,bathroom,sun_auzqhkafidnkrwmo.jpg,104,1.63271031060591
101,23,1,categorization,0,bathroom,sun_arzkwskvsrwimlwo.jpg,98,1.02114812234748
101,24,1,categorization,0,kitchen,sun_agorklincwxrdtga.jpg,35,1.51525510529139
101,25,1,categorization,0,bathroom,sun_apynckhmoftszqoq.jpg,96,0.869872482293617
101,26,1,categorization,0,bathroom,sun_apkxzenqapsujocq.jpg,95,1.8917298061569
101,27,1,categorization,0,bathroom,sun_aleqenyvunhactkl.jpg,83,1.30070557193195
101,28,1,categorization,0,bathroom,sun_awnqiikzaispgmwo.jpg,106,1.60989069294497
101,29,1,categorization,0,kitchen,sun_aapllqyqlykszopd.jpg,15,0.806843858623839
