sub_num,trial,block,task,is_practice,category,image,texture,duration,jitter
101,1,0,categorization,1,SHINEd,SHINEd_bathroom_practice1.tif,111,83.33,0.893111729570824
101,2,0,categorization,1,SHINEd,SHINEd_bathroom_practice2.tif,112,83.33,0.852106055278101
101,3,0,categorization,1,SHINEd,SHINEd_bathroom_practice3.tif,113,83.33,1.89112121876534
101,4,0,categorization,1,SHINEd,SHINEd_bathroom_practice4.tif,114,83.33,1.47466470655969
101,5,0,categorization,1,SHINEd,SHINEd_bathroom_practice5.tif,115,83.33,0.710998398995562
101,6,0,categorization,1,SHINEd,SHINEd_kitchen_practice1.tif,116,83.33,1.42421013927156
101,7,0,categorization,1,SHINEd,SHINEd_kitchen_practice2.tif,117,83.33,0.716053618586729
101,8,0,categorization,1,SHINEd,SHINEd_kitchen_practice3.tif,118,83.33,1.83363780590813
101,9,0,categorization,1,SHINEd,SHINEd_kitchen_practice4.tif,119,83.33,0.987986818935072
101,10,0,categorization,1,SHINEd,SHINEd_kitchen_practice5.tif,120,83.33,0.802161050708543
101,1,1,categorization,0,kitchen,SHINEd_sun_axyyrmzcupyhlivc.tif,109,83.33,1.4241049020802
101,2,1,categorization,0,bathroom,SHINEd_sun_adbqksnwuqqwdpxc.tif,22,83.33,1.6506352917811
101,3,1,categorization,0,kitchen,SHINEd_sun_abdxkyyxwfskuaqb.tif,68,83.33,0.738024589495057
101,4,1,categorization,0,bathroom,SHINEd_sun_atstyziqcmkahyxk.tif,51,83.33,0.70387645915338
101,5,1,categorization,0,kitchen,SHINEd_sun_agfmsmojwptjoava.tif,82,83.33,1.02970302353559
101,6,1,categorization,0,bathroom,SHINEd_sun_abtukhmkjdzyfxhr.tif,18,83.33,1.7390246564531
101,7,1,categorization,0,kitchen,SHINEd_sun_aypmqwcualkenuoe.tif,110,83.33,1.08189187940899
101,8,1,categorization,0,kitchen,SHINEd_sun_ahdycvpopffkzzsu.tif,88,83.33,1.4786915462873
101,9,1,categorization,0,bathroom,SHINEd_sun_aamrfepkhweyewue.tif,13,83.33,1.5795477202833
101,10,1,categorization,0,bathroom,SHINEd_sun_apynckhmoftszqoq.tif,46,83.33,0.838856437348599
101,11,1,categorization,0,bathroom,SHINEd_sun_ahqjwnzgolcaoidx.tif,29,83.33,0.936176741019337
101,12,1,categorization,0,kitchen,SHINEd_sun_acwjdupvyjsugpay.tif,73,83.33,0.706574293576696
101,13,1,categorization,0,bathroom,SHINEd_labelme_sfxiulhjbhlyiyt.tif,11,83.33,1.03412684332044
101,14,1,categorization,0,kitchen,SHINEd_sun_ataniphupyuxeowc.tif,102,83.33,0.879287580240514
101,15,1,categorization,0,bathroom,SHINEd_sun_awnqiikzaispgmwo.tif,56,83.33,0.750586934846543
101,16,1,categorization,0,bathroom,SHINEd_sun_afcoljnjfoxjtgja.tif,24,83.33,1.3568779953731
101,17,1,categorization,0,bathroom,SHINEd_sun_aspsyogrekjtfozg.tif,50,83.33,0.734031603930426
101,18,1,categorization,0,bathroom,SHINEd_sun_apeeialkgkuxddgh.tif,44,83.33,0.713288498633294
101,19,1,categorization,0,bathroom,SHINEd_sun_aghyqhbptboemmoq.tif,25,83.33,1.94509897519819
101,20,1,categorization,0,kitchen,SHINEd_labelme_rykdqxenmhulbdn.tif,61,83.33,1.34749217493082
