sub_num,trial,block,task,is_practice,category,image,texture,jitter
101,1,0,categorization,1,kitchen,kitchen_practice1.jpg,116,1.3394516924814
101,2,0,categorization,1,bathroom,bathroom_practice1.jpg,111,1.5064789714184
101,3,0,categorization,1,bathroom,bathroom_practice3.jpg,113,1.31965436684281
101,4,0,categorization,1,bathroom,bathroom_practice2.jpg,112,1.46424652409129
101,5,0,categorization,1,bathroom,bathroom_practice5.jpg,115,1.61908480833352
101,6,0,categorization,1,kitchen,kitchen_practice4.jpg,119,1.22315038714754
101,7,0,categorization,1,kitchen,kitchen_practice3.jpg,118,0.807733493873015
101,8,0,categorization,1,kitchen,kitchen_practice2.jpg,117,1.49503864670799
101,9,0,categorization,1,kitchen,kitchen_practice5.jpg,120,1.43685220093869
101,10,0,categorization,1,bathroom,bathroom_practice4.jpg,114,1.14589514553531
101,1,1,categorization,0,kitchen,sun_axaiaptzctpidqzg.jpg,58,0.851350927979626
101,2,1,categorization,0,bathroom,sun_aghyqhbptboemmoq.jpg,75,1.08980799955712
101,3,1,categorization,0,bathroom,sun_amzlamotzwfkwjco.jpg,88,0.791187805856832
101,4,1,categorization,0,kitchen,sun_awcpdzzznmweyyhv.jpg,57,0.962794483825828
101,5,1,categorization,0,kitchen,sun_axyyrmzcupyhlivc.jpg,59,1.624431207494
101,6,1,categorization,0,kitchen,sun_acwjdupvyjsugpay.jpg,23,0.946890380226414
101,7,1,categorization,0,bathroom,sun_akbyysnpwewzraii.jpg,82,1.78971970541243
101,8,1,categorization,0,kitchen,sun_aehawpgmrlhlvcow.jpg,28,0.947417276243856
101,9,1,categorization,0,bathroom,sun_asfwthctfqerjvxr.jpg,99,0.885800807784092
101,10,1,categorization,0,bathroom,sun_afcoljnjfoxjtgja.jpg,74,1.1308522338786
101,11,1,categorization,0,kitchen,sun_aeqbewejiovwrhhc.jpg,30,1.19950099027769
101,12,1,categorization,0,kitchen,sun_ajcbwwvdlsvjyzje.jpg,44,1.42468879224667
101,13,1,categorization,0,kitchen,sun_anbcmfjhobvmedkq.jpg,50,1.30110042033779
101,14,1,categorization,0,kitchen,sun_akcjzhbbjlbogpdi.jpg,45,0.774101488934002
101,15,1,categorization,0,kitchen,sun_ahdycvpopffkzzsu.jpg,38,1.43357300300502
101,16,1,categorization,0,bathroom,sun_acsgbuurtwghzjel.jpg,71,1.48378041583723
101,17,1,categorization,0,bathroom,sun_ajlpekbqvytdohqb.jpg,81,1.48429163139997
101,18,1,categorization,0,bathroom,sun_aunuadmjocsddsrl.jpg,102,1.23041750877326
101,19,1,categorization,0,kitchen,sun_agubuxuukhzyzpdp.jpg,36,1.36900904695862
101,20,1,categorization,0,bathroom,sun_acgyywnybuveqsro.jpg,69,0.892551976505606
101,21,1,categorization,0,bathroom,sun_aoybiabnpadelefl.jpg,93,1.4848128109711
101,22,1,categorization,0,bathroom,sun_auzqhkafidnkrwmo.jpg,104,1.06834733014879
