sub1,sub2,pairID,trialID,stim1,stim2
102,138,64,64,stimuli/own/kitchen/102_kit.jpg,stimuli/own/kitchen/138_kit.jpg
102,139,65,65,stimuli/own/kitchen/102_kit.jpg,stimuli/own/kitchen/139_kit.jpg
102,140,66,66,stimuli/own/kitchen/102_kit.jpg,stimuli/own/kitchen/140_kit.jpg
102,141,67,67,stimuli/own/kitchen/102_kit.jpg,stimuli/own/kitchen/141_kit.jpg
103,104,68,68,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/104_kit.jpg
103,105,69,69,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/105_kit.jpg
103,106,70,70,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/106_kit.jpg
103,109,71,71,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/109_kit.jpg
103,111,72,72,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/111_kit.jpg
103,112,73,73,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/112_kit.jpg
103,113,74,74,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/113_kit.jpg
103,114,75,75,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/114_kit.jpg
103,116,76,76,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/116_kit.jpg
103,117,77,77,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/117_kit.jpg
103,118,78,78,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/118_kit.jpg
103,119,79,79,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/119_kit.jpg
103,120,80,80,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/120_kit.jpg
103,121,81,81,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/121_kit.jpg
103,122,82,82,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/122_kit.jpg
103,123,83,83,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/123_kit.jpg
103,124,84,84,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/124_kit.jpg
103,125,85,85,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/125_kit.jpg
103,126,86,86,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/126_kit.jpg
103,127,87,87,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/127_kit.jpg
103,129,88,88,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/129_kit.jpg
103,130,89,89,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/130_kit.jpg
103,131,90,90,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/131_kit.jpg
103,132,91,91,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/132_kit.jpg
103,134,92,92,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/134_kit.jpg
103,135,93,93,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/135_kit.jpg
103,136,94,94,stimuli/own/kitchen/103_kit.jpg,stimuli/own/kitchen/136_kit.jpg
