sub1,sub2,pairID,trialID
120,124,409,409
120,125,410,410
120,126,411,411
120,127,412,412
120,129,413,413
120,130,414,414
120,131,415,415
120,132,416,416
120,134,417,417
120,135,418,418
120,136,419,419
120,137,420,420
120,138,421,421
120,139,422,422
120,140,423,423
120,141,424,424
121,122,425,425
121,123,426,426
121,124,427,427
121,125,428,428
121,126,429,429
121,127,430,430
121,129,431,431
121,130,432,432
121,131,433,433
121,132,434,434
121,134,435,435
121,135,436,436
121,136,437,437
121,137,438,438
121,138,439,439
121,139,440,440
121,140,441,441
121,141,442,442
122,123,443,443
122,124,444,444
122,125,445,445
122,126,446,446
122,127,447,447
122,129,448,448
122,130,449,449
122,131,450,450
122,132,451,451
122,134,452,452
122,135,453,453
122,136,454,454
122,137,455,455
122,138,456,456
122,139,457,457
122,140,458,458
122,141,459,459
123,124,460,460
123,125,461,461
123,126,462,462
123,127,463,463
123,129,464,464
123,130,465,465
123,131,466,466
123,132,467,467
123,134,468,468
123,135,469,469
123,136,470,470
123,137,471,471
123,138,472,472
123,139,473,473
123,140,474,474
123,141,475,475
124,125,476,476
124,126,477,477
124,127,478,478
124,129,479,479
124,130,480,480
124,131,481,481
124,132,482,482
124,134,483,483
124,135,484,484
124,136,485,485
124,137,486,486
124,138,487,487
124,139,488,488
124,140,489,489
124,141,490,490
125,126,491,491
125,127,492,492
125,129,493,493
125,130,494,494
125,131,495,495
125,132,496,496
125,134,497,497
125,135,498,498
125,136,499,499
125,137,500,500
125,138,501,501
125,139,502,502
125,140,503,503
125,141,504,504
126,127,505,505
126,129,506,506
126,130,507,507
126,131,508,508
126,132,509,509
126,134,510,510
126,135,511,511
126,136,512,512
126,137,513,513
126,138,514,514
126,139,515,515
126,140,516,516
126,141,517,517
127,129,518,518
127,130,519,519
127,131,520,520
127,132,521,521
127,134,522,522
127,135,523,523
127,136,524,524
127,137,525,525
127,138,526,526
127,139,527,527
127,140,528,528
127,141,529,529
129,130,530,530
129,131,531,531
129,132,532,532
129,134,533,533
129,135,534,534
129,136,535,535
129,137,536,536
129,138,537,537
129,139,538,538
129,140,539,539
129,141,540,540
130,131,541,541
130,132,542,542
130,134,543,543
130,135,544,544
130,136,545,545
130,137,546,546
130,138,547,547
130,139,548,548
130,140,549,549
130,141,550,550
131,132,551,551
131,134,552,552
131,135,553,553
131,136,554,554
131,137,555,555
131,138,556,556
131,139,557,557
131,140,558,558
131,141,559,559
132,134,560,560
132,135,561,561
132,136,562,562
132,137,563,563
132,138,564,564
132,139,565,565
132,140,566,566
132,141,567,567
134,135,568,568
134,136,569,569
134,137,570,570
134,138,571,571
134,139,572,572
134,140,573,573
134,141,574,574
135,136,575,575
135,137,576,576
135,138,577,577
135,139,578,578
135,140,579,579
135,141,580,580
136,137,581,581
136,138,582,582
136,139,583,583
136,140,584,584
136,141,585,585
137,138,586,586
137,139,587,587
137,140,588,588
137,141,589,589
138,139,590,590
138,140,591,591
138,141,592,592
139,140,593,593
139,141,594,594
140,141,595,595
105,117,138,596
105,117,138,597
105,117,138,598
105,117,138,599
136,139,583,600
136,139,583,601
136,139,583,602
136,139,583,603
102,139,65,604
102,139,65,605
102,139,65,606
102,139,65,607
112,132,262,608
112,132,262,609
112,132,262,610
112,132,262,611
104,131,121,612
104,131,121,613
104,131,121,614
104,131,121,615
