sub_num,trial,block,task,is_practice,category,image,texture,duration,mask_dur,jitter,stim_time,time_of_resp,trial_response,blank_time,mask_time,fix_time,jit_onset,trial_end,trial_accuracy,RT
115,1,3,categorization,0,bathroom,SHINEd_sun_ausgutylgojavyoq.tif,53,0.0666666666666667,0.0666666666666667,0.85,1212906.7715369,1212907.4113831,74,NaN,1212906.8413943,1212906.9069695,1212907.4168577,1212908.2651972,NaN,NaN
115,2,3,categorization,0,bathroom,SHINEd_sun_axldvoqbuvuggfmq.tif,57,0.0666666666666667,0.0666666666666667,1.65,1212908.2697865,1212909.0839233,74,NaN,1212908.3397343,1212908.4057728,1212909.0882806,1212910.7366188,NaN,NaN
115,3,3,categorization,0,kitchen,SHINEd_sun_aymvwlarqodbwuoc.tif,107,0.0666666666666667,0.0666666666666667,0.783333333333333,1212910.7411909,1212911.9640299,74,NaN,1212910.8105828,1212910.8767341,1212911.9682348,1212912.749906,NaN,NaN
115,4,3,categorization,0,bathroom,SHINEd_sun_ahcvzmoyaycdoftf.tif,27,0.0666666666666667,0.0666666666666667,0.933333333333333,1212912.7542607,1212913.3792731,74,NaN,1212912.8236144,1212912.8898164,1212913.3841936,1212914.3158649,NaN,NaN
115,5,3,categorization,0,kitchen,SHINEd_sun_akchetnepxlcxhsu.tif,97,0.0666666666666667,0.0666666666666667,0.866666666666667,1212914.3205405,1212915.1393774,74,NaN,1212914.3897762,1212914.4560288,1212915.1450021,1212916.0100082,NaN,NaN
115,6,3,categorization,0,bathroom,SHINEd_sun_ahijqszoswveeyji.tif,28,0.0666666666666667,0.0666666666666667,1.11666666666667,1212916.0148282,1212916.8521931,74,NaN,1212916.0847518,1212916.1507587,1212916.8565254,1212917.9715297,NaN,NaN
115,7,3,categorization,0,kitchen,SHINEd_sun_aqeaevwwwjoqhzvl.tif,100,0.0666666666666667,0.0666666666666667,0.966666666666667,1212917.976242,1212918.5801122,70,NaN,1212918.0454892,1212918.111791,1212918.5845386,1212919.5495445,NaN,NaN
115,8,3,categorization,0,kitchen,SHINEd_sun_ahljzhgcdpomplvg.tif,91,0.0666666666666667,0.0666666666666667,1.78333333333333,1212919.5543901,1212920.2201342,70,NaN,1212919.6234722,1212919.6899241,1212920.224669,1212922.0063409,NaN,NaN
115,9,3,categorization,0,kitchen,SHINEd_labelme_brsyyvweiuaazfr.tif,61,0.0666666666666667,0.0666666666666667,1.55,1212922.011089,1212922.699719,70,NaN,1212922.0809752,1212922.1466934,1212922.7039375,1212924.2522766,NaN,NaN
115,10,3,categorization,0,kitchen,SHINEd_sun_abftihopvusyfakt.tif,71,0.0666666666666667,0.0666666666666667,1.41666666666667,1212924.2567202,1212924.9321646,70,NaN,1212924.32702,1212924.3922518,1212924.9368183,1212926.3518234,NaN,NaN
115,11,3,categorization,0,bathroom,SHINEd_sun_abapwbhyhkfixyex.tif,14,0.0666666666666667,0.0666666666666667,0.8,1212926.3564533,1212926.9879669,70,NaN,1212926.4258334,1212926.4919715,1212926.9920213,1212927.7903726,NaN,NaN
115,12,3,categorization,0,kitchen,SHINEd_sun_aaxxjlsuzvqlgylf.tif,68,0.0666666666666667,0.0666666666666667,1.28333333333333,1212927.7949464,1212928.5500092,70,NaN,1212927.864025,1212927.9307903,1212928.5546381,1212929.8363102,NaN,NaN
115,13,3,categorization,0,bathroom,SHINEd_sun_acgyywnybuveqsro.tif,18,0.0666666666666667,0.0666666666666667,1.66666666666667,1212929.8409166,1212930.62817,74,NaN,1212929.9100451,1212929.9765411,1212930.6323684,1212932.2973726,NaN,NaN
115,14,3,categorization,0,bathroom,SHINEd_sun_anhioqovhscjqqwb.tif,38,0.0666666666666667,0.0666666666666667,1.81666666666667,1212932.3020648,1212932.8993317,74,NaN,1212932.3711703,1212932.4374937,1212932.9042681,1212934.7192739,NaN,NaN
115,15,3,categorization,0,bathroom,SHINEd_sun_aqrpegblszgcoujh.tif,48,0.0666666666666667,0.0666666666666667,1.35,1212934.7238557,1212935.6121432,74,NaN,1212934.7931719,1212934.8593204,1212935.6167392,1212936.9650775,NaN,NaN
115,16,3,categorization,0,bathroom,SHINEd_sun_agguqiubmwhqqunb.tif,22,0.0666666666666667,0.0666666666666667,0.916666666666667,1212936.971148,1212937.9162691,74,NaN,1212937.0403575,1212937.1066827,1212937.9203499,1212938.8353553,NaN,NaN
115,17,3,categorization,0,kitchen,SHINEd_sun_auticobqsbwgoppi.tif,103,0.0666666666666667,0.0666666666666667,0.916666666666667,1212938.8400678,1212939.5313158,70,NaN,1212938.909962,1212938.9781588,1212939.5373437,1212940.4523493,NaN,NaN
115,18,3,categorization,0,bathroom,SHINEd_sun_aljolscmmzydegqp.tif,33,0.0666666666666667,0.0666666666666667,1.31666666666667,1212940.4569566,1212941.5102552,74,NaN,1212940.526173,1212940.5924614,1212941.5142316,1212942.8292371,NaN,NaN
115,19,3,categorization,0,kitchen,SHINEd_sun_abdenxonkemggwsq.tif,69,0.0666666666666667,0.0666666666666667,1.45,1212942.8338234,1212943.5170944,70,NaN,1212942.9030203,1212942.969972,1212943.5212044,1212944.9695427,NaN,NaN
115,20,3,categorization,0,bathroom,SHINEd_sun_abjtwfukuwddzted.tif,15,0.0666666666666667,0.0666666666666667,0.95,1212944.9749136,1212945.8438655,70,NaN,1212945.0447107,1212945.1104899,1212945.8485873,1212946.7969258,NaN,NaN
115,21,3,categorization,0,bathroom,SHINEd_sun_aavhrsfjbserjtht.tif,13,0.0666666666666667,0.0666666666666667,1.38333333333333,1212946.8014942,1212947.6433666,74,NaN,1212946.8706775,1212946.9370173,1212947.6482171,1212949.0299023,NaN,NaN
115,22,3,categorization,0,kitchen,SHINEd_sun_awcpdzzznmweyyhv.tif,105,0.0666666666666667,0.0666666666666667,1.16666666666667,1212949.0344342,1212949.783148,70,NaN,1212949.1080073,1212949.1704361,1212949.787441,1212950.9524462,NaN,NaN
115,23,3,categorization,0,kitchen,SHINEd_sun_aenotlpyftoioydp.tif,82,0.0666666666666667,0.0666666666666667,1.61666666666667,1212950.9585744,1212951.6433095,70,NaN,1212951.0282037,1212951.0968137,1212951.6478156,1212953.2628209,NaN,NaN
115,24,3,categorization,0,kitchen,SHINEd_sun_abpwyqmlzafvklqo.tif,72,0.0666666666666667,0.0666666666666667,1.38333333333333,1212953.2674083,1212954.0032574,70,NaN,1212953.3366837,1212953.4030771,1212954.0078995,1212955.3895705,NaN,NaN
115,25,3,categorization,0,bathroom,SHINEd_sun_anryaplzeujmzfkd.tif,39,0.0666666666666667,0.0666666666666667,1.78333333333333,1212955.3941536,1212956.0752488,70,NaN,1212955.4636017,1212955.5296202,1212956.0803571,1212957.862029,NaN,NaN
115,26,3,categorization,0,bathroom,SHINEd_sun_acduarbnmmoglmiv.tif,16,0.0666666666666667,0.0666666666666667,0.783333333333333,1212957.8666574,1212958.6195564,74,NaN,1212957.9368913,1212958.0022598,1212958.6236938,1212959.4053652,NaN,NaN
115,27,3,categorization,0,bathroom,SHINEd_sun_aofnryafpsjimzsb.tif,40,0.0666666666666667,0.0666666666666667,1.65,1212959.4101271,1212960.2760503,74,NaN,1212959.4813909,1212959.5456791,1212960.2818005,1212961.9301376,NaN,NaN
115,28,3,categorization,0,bathroom,SHINEd_labelme_sfxiulhjbhlyiyt.tif,11,0.0666666666666667,0.0666666666666667,1.86666666666667,1212961.9344163,1212962.6366194,74,NaN,1212962.0042505,1212962.0704988,1212962.6419079,1212964.5069362,NaN,NaN
115,29,3,categorization,0,bathroom,SHINEd_sun_aapitsgbtktqubfy.tif,12,0.0666666666666667,0.0666666666666667,1.23333333333333,1212964.5114944,1212965.1953506,74,NaN,1212964.5815559,1212964.6469729,1212965.2002466,1212966.4319184,NaN,NaN
115,30,3,categorization,0,bathroom,SHINEd_sun_ahaulkltgpkeeemi.tif,26,0.0666666666666667,0.0666666666666667,0.7,1212966.4362705,1212967.171921,74,NaN,1212966.5061808,1212966.5726867,1212967.1761461,1212967.8744838,NaN,NaN
115,31,3,categorization,0,kitchen,SHINEd_sun_aexklacwqwezaorf.tif,84,0.0666666666666667,0.0666666666666667,0.716666666666667,1212967.8788657,1212968.7723557,74,NaN,1212967.9481699,1212968.0143662,1212968.7767504,1212969.4917569,NaN,NaN
115,32,3,categorization,0,bathroom,SHINEd_sun_apynckhmoftszqoq.tif,47,0.0666666666666667,0.0666666666666667,1.05,1212969.4974278,1212970.1480492,74,NaN,1212969.5668566,1212969.6333488,1212970.1523233,1212971.2006631,NaN,NaN
115,33,3,categorization,0,bathroom,SHINEd_sun_alotolagknyrgtsk.tif,35,0.0666666666666667,0.0666666666666667,1.1,1212971.2052016,1212971.964244,74,NaN,1212971.2744536,1212971.3411096,1212971.9686635,1212973.0670006,NaN,NaN
115,34,3,categorization,0,kitchen,SHINEd_labelme_kxvouciolcpqplr.tif,62,0.0666666666666667,0.0666666666666667,1.13333333333333,1212973.0716072,1212973.8522077,74,NaN,1212973.1409049,1212973.2070208,1212973.8566821,1212974.9883564,NaN,NaN
115,35,3,categorization,0,kitchen,SHINEd_sun_aypmqwcualkenuoe.tif,108,0.0666666666666667,0.0666666666666667,1.38333333333333,1212974.9930028,1212975.9159441,70,NaN,1212975.0622407,1212975.1285788,1212975.9199076,1212977.3015783,NaN,NaN
115,36,3,categorization,0,bathroom,SHINEd_sun_avhrdrntsqrjzccq.tif,55,0.0666666666666667,0.0666666666666667,1.5,1212977.3061569,1212978.0362163,74,NaN,1212977.3754657,1212977.4415296,1212978.0409405,1212979.5392857,NaN,NaN
115,37,3,categorization,0,bathroom,SHINEd_sun_akiytfaagpdsphgz.tif,31,0.0666666666666667,0.0666666666666667,1.61666666666667,1212979.5444697,1212980.2842441,74,NaN,1212979.6152562,1212979.6806527,1212980.2887006,1212981.903705,NaN,NaN
115,38,3,categorization,0,kitchen,SHINEd_sun_ahspylgoovwmwvgk.tif,93,0.0666666666666667,0.0666666666666667,0.983333333333333,1212981.9081372,1212982.5480927,70,NaN,1212981.9772609,1212982.0436214,1212982.5522944,1212983.5339656,NaN,NaN
115,39,3,categorization,0,kitchen,SHINEd_sun_aarfiyshqohlwkmo.tif,67,0.0666666666666667,0.0666666666666667,1.3,1212983.5385538,1212984.4999049,70,NaN,1212983.6077648,1212983.6739518,1212984.5041257,1212985.8024647,NaN,NaN
115,40,3,categorization,0,kitchen,SHINEd_sun_aapllqyqlykszopd.tif,66,0.0666666666666667,0.0666666666666667,1.03333333333333,1212985.8070311,1212986.4838532,70,NaN,1212985.8763016,1212985.9424899,1212986.4881648,1212987.5198358,NaN,NaN
115,41,3,categorization,0,kitchen,SHINEd_sun_ahpczsiumwwocjkv.tif,92,0.0666666666666667,0.0666666666666667,1.45,1212987.5244037,1212988.3473176,70,NaN,1212987.5934127,1212987.6599008,1212988.354935,1212989.8032728,NaN,NaN
115,42,3,categorization,0,kitchen,SHINEd_sun_ahdycvpopffkzzsu.tif,90,0.0666666666666667,0.0666666666666667,1.23333333333333,1212989.8082216,1212990.493191,70,NaN,1212989.8779882,1212989.9437474,1212990.4973341,1212991.7290065,NaN,NaN
115,43,3,categorization,0,bathroom,SHINEd_sun_amzlamotzwfkwjco.tif,37,0.0666666666666667,0.0666666666666667,1.26666666666667,1212991.7335185,1212992.604284,74,NaN,1212991.803486,1212991.8692789,1212992.6085693,1212993.8735734,NaN,NaN
115,44,3,categorization,0,bathroom,SHINEd_sun_aleqenyvunhactkl.tif,32,0.0666666666666667,0.0666666666666667,1.03333333333333,1212993.8781478,1212994.868043,74,NaN,1212993.9473264,1212994.013689,1212994.8719878,1212995.90366,NaN,NaN
115,45,3,categorization,0,kitchen,SHINEd_sun_amjjdeyrggfqgmom.tif,99,0.0666666666666667,0.0666666666666667,1.31666666666667,1212995.9089981,1212996.6438681,70,NaN,1212995.9802442,1212996.0445859,1212996.6480832,1212997.9630992,NaN,NaN
115,46,3,categorization,0,kitchen,SHINEd_sun_avszsnwsbuqfgzbn.tif,104,0.0666666666666667,0.0666666666666667,1.7,1212997.9695701,1212998.6121694,70,NaN,1212998.0388763,1212998.1052251,1212998.6162767,1213000.3146146,NaN,NaN
115,47,3,categorization,0,kitchen,SHINEd_sun_abrcnpqqhmjwekyf.tif,73,0.0666666666666667,0.0666666666666667,1.35,1213000.3194307,1213001.1148316,70,NaN,1213000.3887345,1213000.4550719,1213001.1211227,1213002.4694625,NaN,NaN
115,48,3,categorization,0,bathroom,SHINEd_sun_alkosphxlxwjwgjd.tif,34,0.0666666666666667,0.0666666666666667,0.8,1213002.4740155,1213003.2433353,74,NaN,1213002.5434369,1213002.6095907,1213003.2482344,1213004.0465726,NaN,NaN
115,49,3,categorization,0,kitchen,SHINEd_labelme_rykdqxenmhulbdn.tif,63,0.0666666666666667,0.0666666666666667,0.766666666666667,1213004.051435,1213004.7080439,70,NaN,1213004.1206346,1213004.1869558,1213004.7121484,1213005.4771547,NaN,NaN
115,50,3,categorization,0,bathroom,SHINEd_sun_acegryoqftbzowsg.tif,17,0.0666666666666667,0.0666666666666667,1.38333333333333,1213005.4816904,1213006.4919471,74,NaN,1213005.5515757,1213005.6186772,1213006.4962678,1213007.8779392,NaN,NaN
