sub1,sub2,pairID,trialID
118,129,409,409
118,130,410,410
118,131,411,411
118,132,412,412
118,134,413,413
118,135,414,414
118,136,415,415
118,137,416,416
118,138,417,417
118,139,418,418
118,140,419,419
118,141,420,420
119,120,421,421
119,121,422,422
119,122,423,423
119,123,424,424
119,124,425,425
119,125,426,426
119,126,427,427
119,127,428,428
119,129,429,429
119,130,430,430
119,131,431,431
119,132,432,432
119,134,433,433
119,135,434,434
119,136,435,435
119,137,436,436
119,138,437,437
119,139,438,438
119,140,439,439
119,141,440,440
120,121,441,441
120,122,442,442
120,123,443,443
120,124,444,444
120,125,445,445
120,126,446,446
120,127,447,447
120,129,448,448
120,130,449,449
120,131,450,450
120,132,451,451
120,134,452,452
120,135,453,453
120,136,454,454
120,137,455,455
120,138,456,456
120,139,457,457
120,140,458,458
120,141,459,459
121,122,460,460
121,123,461,461
121,124,462,462
121,125,463,463
121,126,464,464
121,127,465,465
121,129,466,466
121,130,467,467
121,131,468,468
121,132,469,469
121,134,470,470
121,135,471,471
121,136,472,472
121,137,473,473
121,138,474,474
121,139,475,475
121,140,476,476
121,141,477,477
122,123,478,478
122,124,479,479
122,125,480,480
122,126,481,481
122,127,482,482
122,129,483,483
122,130,484,484
122,131,485,485
122,132,486,486
122,134,487,487
122,135,488,488
122,136,489,489
122,137,490,490
122,138,491,491
122,139,492,492
122,140,493,493
122,141,494,494
123,124,495,495
123,125,496,496
123,126,497,497
123,127,498,498
123,129,499,499
123,130,500,500
123,131,501,501
123,132,502,502
123,134,503,503
123,135,504,504
123,136,505,505
123,137,506,506
123,138,507,507
123,139,508,508
123,140,509,509
123,141,510,510
124,125,511,511
124,126,512,512
124,127,513,513
124,129,514,514
124,130,515,515
124,131,516,516
124,132,517,517
124,134,518,518
124,135,519,519
124,136,520,520
124,137,521,521
124,138,522,522
124,139,523,523
124,140,524,524
124,141,525,525
125,126,526,526
125,127,527,527
125,129,528,528
125,130,529,529
125,131,530,530
125,132,531,531
125,134,532,532
125,135,533,533
125,136,534,534
125,137,535,535
125,138,536,536
125,139,537,537
125,140,538,538
125,141,539,539
126,127,540,540
126,129,541,541
126,130,542,542
126,131,543,543
126,132,544,544
126,134,545,545
126,135,546,546
126,136,547,547
126,137,548,548
126,138,549,549
126,139,550,550
126,140,551,551
126,141,552,552
127,129,553,553
127,130,554,554
127,131,555,555
127,132,556,556
127,134,557,557
127,135,558,558
127,136,559,559
127,137,560,560
127,138,561,561
127,139,562,562
127,140,563,563
127,141,564,564
129,130,565,565
129,131,566,566
129,132,567,567
129,134,568,568
129,135,569,569
129,136,570,570
129,137,571,571
129,138,572,572
129,139,573,573
129,140,574,574
129,141,575,575
130,131,576,576
130,132,577,577
130,134,578,578
130,135,579,579
130,136,580,580
130,137,581,581
130,138,582,582
130,139,583,583
130,140,584,584
130,141,585,585
131,132,586,586
131,134,587,587
131,135,588,588
131,136,589,589
131,137,590,590
131,138,591,591
131,139,592,592
131,140,593,593
131,141,594,594
132,134,595,595
132,135,596,596
132,136,597,597
132,137,598,598
132,138,599,599
132,139,600,600
132,140,601,601
132,141,602,602
134,135,603,603
134,136,604,604
134,137,605,605
134,138,606,606
134,139,607,607
134,140,608,608
134,141,609,609
135,136,610,610
135,137,611,611
135,138,612,612
135,139,613,613
135,140,614,614
135,141,615,615
136,137,616,616
136,138,617,617
136,139,618,618
136,140,619,619
136,141,620,620
137,138,621,621
137,139,622,622
137,140,623,623
137,141,624,624
138,139,625,625
138,140,626,626
138,141,627,627
139,140,628,628
139,141,629,629
140,141,630,630
